Training for 378151 steps ...
     78/378151: episode: 1, duration: 0.190s, episode steps:  78, steps per second: 410, episode reward: 23.793, mean reward:  0.305 [-0.005,  0.470], mean action: 15.397 [0.000, 31.000],  loss: --, mae: --, mean_q: --
 151521/378151: episode: 656, duration: 1.831s, episode steps: 163, steps per second:  89, episode reward: 51.876, mean reward:  0.318 [-0.005,  0.529], mean action: 15.675 [0.000, 31.000],  loss: 54.192810, mae: 145.191269, mean_q: 157.835114
 151788/378151: episode: 657, duration: 2.986s, episode steps: 267, steps per second:  89, episode reward: 51.370, mean reward:  0.192 [-0.005,  0.308], mean action: 14.944 [0.000, 31.000],  loss: 60.918652, mae: 145.121582, mean_q: 157.704468
 152055/378151: episode: 658, duration: 2.992s, episode steps: 267, steps per second:  89, episode reward: 49.288, mean reward:  0.185 [-0.005,  0.315], mean action: 16.007 [0.000, 31.000],  loss: 60.294266, mae: 144.644638, mean_q: 157.190704
 152122/378151: episode: 659, duration: 0.728s, episode steps:  67, steps per second:  92, episode reward: 19.367, mean reward:  0.289 [ 0.087,  0.376], mean action: 14.701 [1.000, 31.000],  loss: 24.250656, mae: 145.038910, mean_q: 157.548660
 152389/378151: episode: 660, duration: 3.016s, episode steps: 267, steps per second:  89, episode reward: 126.548, mean reward:  0.474 [-0.005,  0.646], mean action: 17.135 [0.000, 31.000],  loss: 58.738949, mae: 144.324402, mean_q: 156.811264
 152656/378151: episode: 661, duration: 2.942s, episode steps: 267, steps per second:  91, episode reward: 45.667, mean reward:  0.171 [-0.005,  0.293], mean action: 14.629 [0.000, 31.000],  loss: 52.614807, mae: 144.345306, mean_q: 156.686707
 152923/378151: episode: 662, duration: 2.990s, episode steps: 267, steps per second:  89, episode reward: 100.745, mean reward:  0.377 [-0.005,  0.448], mean action: 17.412 [0.000, 31.000],  loss: 43.831364, mae: 144.356888, mean_q: 156.714981
 153190/378151: episode: 663, duration: 2.938s, episode steps: 267, steps per second:  91, episode reward: 104.018, mean reward:  0.390 [-0.005,  0.487], mean action: 15.918 [1.000, 31.000],  loss: 51.024078, mae: 143.970245, mean_q: 156.393936
 153457/378151: episode: 664, duration: 2.992s, episode steps: 267, steps per second:  89, episode reward: 47.375, mean reward:  0.177 [-0.005,  0.296], mean action: 16.506 [0.000, 31.000],  loss: 59.844753, mae: 144.167343, mean_q: 156.450989
 153724/378151: episode: 665, duration: 2.927s, episode steps: 267, steps per second:  91, episode reward: 115.736, mean reward:  0.433 [ 0.087,  0.484], mean action: 14.408 [0.000, 31.000],  loss: 38.072475, mae: 143.998749, mean_q: 156.220245
 153991/378151: episode: 666, duration: 3.002s, episode steps: 267, steps per second:  89, episode reward: 128.390, mean reward:  0.481 [ 0.087,  0.638], mean action: 13.581 [0.000, 31.000],  loss: 50.398758, mae: 143.793274, mean_q: 156.224075
 154258/378151: episode: 667, duration: 2.981s, episode steps: 267, steps per second:  90, episode reward: 79.308, mean reward:  0.297 [-0.005,  0.341], mean action: 20.341 [0.000, 31.000],  loss: 54.579170, mae: 143.596054, mean_q: 155.888779
 154525/378151: episode: 668, duration: 3.010s, episode steps: 267, steps per second:  89, episode reward: 117.271, mean reward:  0.439 [ 0.137,  0.488], mean action: 14.974 [0.000, 31.000],  loss: 55.908939, mae: 143.170944, mean_q: 155.648376
 154537/378151: episode: 669, duration: 0.146s, episode steps:  12, steps per second:  82, episode reward:  2.807, mean reward:  0.234 [ 0.116,  0.317], mean action: 17.667 [2.000, 30.000],  loss: 63.955948, mae: 141.826889, mean_q: 154.184219
 154804/378151: episode: 670, duration: 2.988s, episode steps: 267, steps per second:  89, episode reward: 110.997, mean reward:  0.416 [ 0.137,  0.586], mean action: 15.749 [0.000, 31.000],  loss: 61.679028, mae: 143.178482, mean_q: 155.661224
 155071/378151: episode: 671, duration: 2.927s, episode steps: 267, steps per second:  91, episode reward: 137.390, mean reward:  0.515 [-0.005,  0.653], mean action: 15.899 [0.000, 31.000],  loss: 44.063061, mae: 143.168625, mean_q: 155.330551
 155338/378151: episode: 672, duration: 3.013s, episode steps: 267, steps per second:  89, episode reward: 118.271, mean reward:  0.443 [ 0.087,  0.464], mean action: 14.824 [0.000, 31.000],  loss: 42.576332, mae: 143.449265, mean_q: 155.679840
 155607/378151: episode: 673, duration: 2.965s, episode steps: 269, steps per second:  91, episode reward: 82.497, mean reward:  0.307 [-0.005,  0.341], mean action: 16.312 [0.000, 31.000],  loss: 43.437325, mae: 143.469452, mean_q: 155.611328
 155874/378151: episode: 674, duration: 3.003s, episode steps: 267, steps per second:  89, episode reward: 70.076, mean reward:  0.262 [-0.005,  0.296], mean action: 15.139 [1.000, 31.000],  loss: 54.052219, mae: 143.813995, mean_q: 155.952759
 156141/378151: episode: 675, duration: 3.000s, episode steps: 267, steps per second:  89, episode reward: 54.823, mean reward:  0.205 [-0.005,  0.299], mean action: 14.161 [0.000, 31.000],  loss: 46.247551, mae: 143.169098, mean_q: 155.378296
 156411/378151: episode: 676, duration: 2.968s, episode steps: 270, steps per second:  91, episode reward: 116.702, mean reward:  0.432 [ 0.137,  0.543], mean action: 14.422 [0.000, 31.000],  loss: 38.083370, mae: 143.281540, mean_q: 155.448242
 156678/378151: episode: 677, duration: 3.013s, episode steps: 267, steps per second:  89, episode reward: 110.698, mean reward:  0.415 [-0.005,  0.465], mean action: 10.951 [0.000, 31.000],  loss: 52.674778, mae: 142.969238, mean_q: 155.240021
 156945/378151: episode: 678, duration: 2.964s, episode steps: 267, steps per second:  90, episode reward: 71.279, mean reward:  0.267 [-0.005,  0.455], mean action: 14.352 [0.000, 31.000],  loss: 58.758686, mae: 142.833252, mean_q: 154.995651
 157212/378151: episode: 679, duration: 3.021s, episode steps: 267, steps per second:  88, episode reward: 92.421, mean reward:  0.346 [-0.005,  0.459], mean action: 13.004 [0.000, 31.000],  loss: 45.345657, mae: 142.335938, mean_q: 154.559814
 157479/378151: episode: 680, duration: 2.950s, episode steps: 267, steps per second:  91, episode reward: 99.550, mean reward:  0.373 [-0.005,  0.487], mean action: 17.367 [0.000, 31.000],  loss: 45.843807, mae: 142.659729, mean_q: 154.849472
 157746/378151: episode: 681, duration: 3.011s, episode steps: 267, steps per second:  89, episode reward: 92.866, mean reward:  0.348 [-0.005,  0.438], mean action: 15.408 [0.000, 31.000],  loss: 52.422817, mae: 141.842056, mean_q: 154.106049
 158013/378151: episode: 682, duration: 3.012s, episode steps: 267, steps per second:  89, episode reward: 95.965, mean reward:  0.359 [-0.005,  0.470], mean action: 15.356 [0.000, 31.000],  loss: 48.226482, mae: 141.906433, mean_q: 154.112122
 158280/378151: episode: 683, duration: 2.947s, episode steps: 267, steps per second:  91, episode reward: 86.663, mean reward:  0.325 [-0.005,  0.406], mean action: 16.487 [1.000, 30.000],  loss: 47.984425, mae: 141.643082, mean_q: 153.884155
 158549/378151: episode: 684, duration: 3.021s, episode steps: 269, steps per second:  89, episode reward: 98.763, mean reward:  0.367 [ 0.137,  0.442], mean action: 18.201 [0.000, 31.000],  loss: 54.821152, mae: 141.532959, mean_q: 153.856918
 158581/378151: episode: 685, duration: 0.357s, episode steps:  32, steps per second:  90, episode reward:  9.075, mean reward:  0.284 [-0.005,  0.393], mean action: 16.844 [1.000, 31.000],  loss: 36.402142, mae: 140.990982, mean_q: 152.938812
 158848/378151: episode: 686, duration: 2.978s, episode steps: 267, steps per second:  90, episode reward: 98.983, mean reward:  0.371 [-0.005,  0.445], mean action: 14.940 [0.000, 31.000],  loss: 48.399101, mae: 141.152786, mean_q: 153.246292
 159115/378151: episode: 687, duration: 2.943s, episode steps: 267, steps per second:  91, episode reward: 66.900, mean reward:  0.251 [-0.005,  0.377], mean action: 16.112 [0.000, 31.000],  loss: 59.047306, mae: 140.680130, mean_q: 152.769165
 159384/378151: episode: 688, duration: 3.036s, episode steps: 269, steps per second:  89, episode reward: 95.484, mean reward:  0.355 [-0.005,  0.464], mean action: 14.320 [0.000, 31.000],  loss: 43.011456, mae: 141.223770, mean_q: 153.215210
 159651/378151: episode: 689, duration: 2.951s, episode steps: 267, steps per second:  90, episode reward: 148.730, mean reward:  0.557 [ 0.087,  0.646], mean action: 14.060 [0.000, 31.000],  loss: 49.094719, mae: 140.671112, mean_q: 152.783890
 159918/378151: episode: 690, duration: 3.020s, episode steps: 267, steps per second:  88, episode reward: 100.364, mean reward:  0.376 [-0.005,  0.436], mean action: 17.861 [0.000, 31.000],  loss: 54.080730, mae: 140.369019, mean_q: 152.332977
 160185/378151: episode: 691, duration: 2.921s, episode steps: 267, steps per second:  91, episode reward: 104.348, mean reward:  0.391 [-0.005,  0.463], mean action: 14.468 [0.000, 31.000],  loss: 38.768860, mae: 140.477005, mean_q: 152.265244
 160452/378151: episode: 692, duration: 3.019s, episode steps: 267, steps per second:  88, episode reward: 115.846, mean reward:  0.434 [ 0.137,  0.472], mean action: 16.757 [0.000, 31.000],  loss: 51.953720, mae: 140.238068, mean_q: 152.282272
 160719/378151: episode: 693, duration: 2.975s, episode steps: 267, steps per second:  90, episode reward: 103.427, mean reward:  0.387 [ 0.116,  0.481], mean action: 9.659 [0.000, 31.000],  loss: 47.683777, mae: 140.798477, mean_q: 152.797760
 160952/378151: episode: 694, duration: 2.593s, episode steps: 233, steps per second:  90, episode reward: 75.326, mean reward:  0.323 [-0.005,  0.470], mean action: 14.395 [0.000, 31.000],  loss: 38.333481, mae: 140.521896, mean_q: 152.503952
 161219/378151: episode: 695, duration: 2.989s, episode steps: 267, steps per second:  89, episode reward: 153.537, mean reward:  0.575 [ 0.137,  0.651], mean action: 15.431 [0.000, 31.000],  loss: 41.174992, mae: 140.998154, mean_q: 152.924179
 161489/378151: episode: 696, duration: 2.966s, episode steps: 270, steps per second:  91, episode reward: 95.775, mean reward:  0.355 [ 0.133,  0.375], mean action: 17.344 [0.000, 31.000],  loss: 55.849857, mae: 140.711166, mean_q: 152.826111
 161756/378151: episode: 697, duration: 3.013s, episode steps: 267, steps per second:  89, episode reward: 88.546, mean reward:  0.332 [ 0.087,  0.486], mean action: 13.479 [0.000, 31.000],  loss: 49.003311, mae: 140.382339, mean_q: 152.260788
 162023/378151: episode: 698, duration: 2.940s, episode steps: 267, steps per second:  91, episode reward: 87.056, mean reward:  0.326 [-0.005,  0.507], mean action: 13.993 [0.000, 31.000],  loss: 48.774670, mae: 140.604385, mean_q: 152.622223
 162290/378151: episode: 699, duration: 3.005s, episode steps: 267, steps per second:  89, episode reward: 108.129, mean reward:  0.405 [-0.005,  0.462], mean action: 16.610 [0.000, 31.000],  loss: 36.813049, mae: 140.724899, mean_q: 152.584732
 162349/378151: episode: 700, duration: 0.644s, episode steps:  59, steps per second:  92, episode reward: 15.902, mean reward:  0.270 [ 0.087,  0.472], mean action: 11.949 [0.000, 30.000],  loss: 27.766167, mae: 141.115601, mean_q: 152.934814
 162616/378151: episode: 701, duration: 3.007s, episode steps: 267, steps per second:  89, episode reward: 107.203, mean reward:  0.402 [ 0.137,  0.444], mean action: 15.075 [0.000, 31.000],  loss: 43.539230, mae: 141.193176, mean_q: 153.201492
 162885/378151: episode: 702, duration: 2.963s, episode steps: 269, steps per second:  91, episode reward: 98.768, mean reward:  0.367 [-0.005,  0.416], mean action: 19.059 [0.000, 31.000],  loss: 45.002148, mae: 141.301437, mean_q: 153.335846
 163154/378151: episode: 703, duration: 3.044s, episode steps: 269, steps per second:  88, episode reward: 89.971, mean reward:  0.334 [-0.005,  0.474], mean action: 18.097 [0.000, 31.000],  loss: 49.006798, mae: 141.150864, mean_q: 153.159882
 163421/378151: episode: 704, duration: 2.947s, episode steps: 267, steps per second:  91, episode reward: 83.940, mean reward:  0.314 [-0.005,  0.463], mean action: 15.243 [0.000, 31.000],  loss: 47.046047, mae: 140.834091, mean_q: 152.885483
 163688/378151: episode: 705, duration: 3.004s, episode steps: 267, steps per second:  89, episode reward: 152.203, mean reward:  0.570 [ 0.116,  0.646], mean action: 15.022 [0.000, 31.000],  loss: 41.573376, mae: 141.292007, mean_q: 153.349365
 163907/378151: episode: 706, duration: 2.452s, episode steps: 219, steps per second:  89, episode reward: 91.351, mean reward:  0.417 [ 0.137,  0.483], mean action: 14.005 [0.000, 31.000],  loss: 62.555882, mae: 140.767487, mean_q: 152.768021
 164174/378151: episode: 707, duration: 2.975s, episode steps: 267, steps per second:  90, episode reward: 94.567, mean reward:  0.354 [ 0.133,  0.389], mean action: 14.955 [0.000, 31.000],  loss: 44.070587, mae: 140.558975, mean_q: 152.378616
 164441/378151: episode: 708, duration: 3.020s, episode steps: 267, steps per second:  88, episode reward: 72.285, mean reward:  0.271 [ 0.087,  0.308], mean action: 14.734 [0.000, 31.000],  loss: 48.034161, mae: 140.783279, mean_q: 152.831451
 164708/378151: episode: 709, duration: 2.918s, episode steps: 267, steps per second:  92, episode reward: 142.213, mean reward:  0.533 [-0.005,  0.647], mean action: 15.330 [0.000, 31.000],  loss: 60.207813, mae: 140.239807, mean_q: 152.307709
 164975/378151: episode: 710, duration: 3.017s, episode steps: 267, steps per second:  88, episode reward: 76.884, mean reward:  0.288 [-0.005,  0.312], mean action: 11.412 [0.000, 28.000],  loss: 56.683353, mae: 140.697693, mean_q: 152.527100
 165242/378151: episode: 711, duration: 2.949s, episode steps: 267, steps per second:  91, episode reward: 105.265, mean reward:  0.394 [ 0.045,  0.476], mean action: 11.929 [0.000, 31.000],  loss: 53.151283, mae: 140.331543, mean_q: 152.555710
 165509/378151: episode: 712, duration: 3.000s, episode steps: 267, steps per second:  89, episode reward: 91.525, mean reward:  0.343 [-0.005,  0.452], mean action: 15.311 [0.000, 31.000],  loss: 65.046761, mae: 140.170670, mean_q: 152.423660
 165776/378151: episode: 713, duration: 2.949s, episode steps: 267, steps per second:  91, episode reward: 51.488, mean reward:  0.193 [-0.005,  0.296], mean action: 13.921 [0.000, 31.000],  loss: 38.942291, mae: 140.145721, mean_q: 152.298889
 165986/378151: episode: 714, duration: 2.385s, episode steps: 210, steps per second:  88, episode reward: 63.280, mean reward:  0.301 [-0.005,  0.407], mean action: 17.138 [0.000, 31.000],  loss: 49.492504, mae: 140.169327, mean_q: 152.118073
 166253/378151: episode: 715, duration: 2.945s, episode steps: 267, steps per second:  91, episode reward: 111.266, mean reward:  0.417 [ 0.133,  0.463], mean action: 14.659 [0.000, 31.000],  loss: 53.167572, mae: 140.208786, mean_q: 152.257507
 166520/378151: episode: 716, duration: 2.982s, episode steps: 267, steps per second:  90, episode reward: 88.396, mean reward:  0.331 [-0.005,  0.481], mean action: 15.959 [0.000, 31.000],  loss: 49.855576, mae: 140.071548, mean_q: 151.989609
 166787/378151: episode: 717, duration: 2.946s, episode steps: 267, steps per second:  91, episode reward: 43.903, mean reward:  0.164 [-0.005,  0.326], mean action: 16.251 [0.000, 31.000],  loss: 50.513313, mae: 140.236328, mean_q: 152.111954
 166913/378151: episode: 718, duration: 1.430s, episode steps: 126, steps per second:  88, episode reward: 45.667, mean reward:  0.362 [ 0.133,  0.446], mean action: 14.167 [0.000, 31.000],  loss: 55.386822, mae: 140.371735, mean_q: 152.251633
 167180/378151: episode: 719, duration: 3.008s, episode steps: 267, steps per second:  89, episode reward: 57.111, mean reward:  0.214 [-0.005,  0.298], mean action: 16.243 [0.000, 31.000],  loss: 51.440376, mae: 140.221420, mean_q: 152.169586
 167447/378151: episode: 720, duration: 2.976s, episode steps: 267, steps per second:  90, episode reward: 100.984, mean reward:  0.378 [-0.005,  0.450], mean action: 13.989 [0.000, 31.000],  loss: 47.574512, mae: 140.338959, mean_q: 152.379730
 167714/378151: episode: 721, duration: 2.998s, episode steps: 267, steps per second:  89, episode reward: 80.764, mean reward:  0.302 [-0.005,  0.465], mean action: 13.300 [0.000, 31.000],  loss: 38.582935, mae: 140.640808, mean_q: 152.502670
 167981/378151: episode: 722, duration: 2.972s, episode steps: 267, steps per second:  90, episode reward: 106.857, mean reward:  0.400 [-0.005,  0.464], mean action: 16.165 [1.000, 31.000],  loss: 52.937611, mae: 140.447220, mean_q: 152.433670
 168248/378151: episode: 723, duration: 2.989s, episode steps: 267, steps per second:  89, episode reward: 45.063, mean reward:  0.169 [-0.005,  0.292], mean action: 15.382 [0.000, 31.000],  loss: 46.179314, mae: 140.251373, mean_q: 152.286423
 168515/378151: episode: 724, duration: 3.000s, episode steps: 267, steps per second:  89, episode reward: 148.332, mean reward:  0.556 [ 0.087,  0.649], mean action: 15.745 [0.000, 31.000],  loss: 43.722645, mae: 140.249847, mean_q: 152.222519
 168782/378151: episode: 725, duration: 2.956s, episode steps: 267, steps per second:  90, episode reward: 107.668, mean reward:  0.403 [-0.005,  0.471], mean action: 16.097 [0.000, 31.000],  loss: 44.513042, mae: 140.131790, mean_q: 151.953079
 169049/378151: episode: 726, duration: 2.972s, episode steps: 267, steps per second:  90, episode reward: 50.992, mean reward:  0.191 [-0.005,  0.316], mean action: 16.390 [0.000, 31.000],  loss: 35.701447, mae: 140.258133, mean_q: 151.974838
 169316/378151: episode: 727, duration: 2.970s, episode steps: 267, steps per second:  90, episode reward: 81.960, mean reward:  0.307 [ 0.069,  0.336], mean action: 9.142 [0.000, 31.000],  loss: 43.760605, mae: 140.157913, mean_q: 151.992004
 169389/378151: episode: 728, duration: 0.857s, episode steps:  73, steps per second:  85, episode reward: 28.370, mean reward:  0.389 [ 0.116,  0.464], mean action: 16.301 [0.000, 30.000],  loss: 33.004139, mae: 139.683243, mean_q: 151.125275
 169656/378151: episode: 729, duration: 2.945s, episode steps: 267, steps per second:  91, episode reward: 106.066, mean reward:  0.397 [ 0.116,  0.475], mean action: 14.846 [0.000, 31.000],  loss: 48.755245, mae: 140.107300, mean_q: 151.967072
 169737/378151: episode: 730, duration: 0.940s, episode steps:  81, steps per second:  86, episode reward: 17.552, mean reward:  0.217 [-0.005,  0.303], mean action: 14.778 [0.000, 31.000],  loss: 61.582085, mae: 140.171616, mean_q: 152.345993
 170004/378151: episode: 731, duration: 2.945s, episode steps: 267, steps per second:  91, episode reward: 158.608, mean reward:  0.594 [ 0.137,  0.654], mean action: 16.491 [0.000, 31.000],  loss: 33.401569, mae: 140.109497, mean_q: 151.868210
 170271/378151: episode: 732, duration: 3.021s, episode steps: 267, steps per second:  88, episode reward: 101.905, mean reward:  0.382 [-0.005,  0.543], mean action: 13.816 [0.000, 31.000],  loss: 45.975063, mae: 140.134155, mean_q: 151.806824
 170538/378151: episode: 733, duration: 2.977s, episode steps: 267, steps per second:  90, episode reward: 71.537, mean reward:  0.268 [-0.005,  0.410], mean action: 14.816 [0.000, 31.000],  loss: 37.829479, mae: 139.978470, mean_q: 151.627457
 170805/378151: episode: 734, duration: 2.958s, episode steps: 267, steps per second:  90, episode reward: 69.660, mean reward:  0.261 [-0.005,  0.320], mean action: 11.723 [0.000, 29.000],  loss: 47.156464, mae: 139.550064, mean_q: 151.217880
 171075/378151: episode: 735, duration: 3.036s, episode steps: 270, steps per second:  89, episode reward: 114.528, mean reward:  0.424 [-0.005,  0.638], mean action: 13.522 [0.000, 31.000],  loss: 40.844322, mae: 139.617477, mean_q: 151.272919
 171342/378151: episode: 736, duration: 2.938s, episode steps: 267, steps per second:  91, episode reward: 84.984, mean reward:  0.318 [-0.005,  0.639], mean action: 13.180 [0.000, 31.000],  loss: 39.012104, mae: 139.831146, mean_q: 151.411041
 171609/378151: episode: 737, duration: 3.010s, episode steps: 267, steps per second:  89, episode reward: 31.983, mean reward:  0.120 [-0.005,  0.293], mean action: 14.142 [0.000, 31.000],  loss: 62.133179, mae: 139.310455, mean_q: 151.104187
 171719/378151: episode: 738, duration: 1.209s, episode steps: 110, steps per second:  91, episode reward: 20.327, mean reward:  0.185 [-0.005,  0.329], mean action: 15.009 [1.000, 31.000],  loss: 57.350494, mae: 138.875183, mean_q: 150.912857
 171986/378151: episode: 739, duration: 3.005s, episode steps: 267, steps per second:  89, episode reward: 97.999, mean reward:  0.367 [-0.005,  0.451], mean action: 15.333 [0.000, 31.000],  loss: 36.434898, mae: 139.063889, mean_q: 150.774506
 172253/378151: episode: 740, duration: 2.997s, episode steps: 267, steps per second:  89, episode reward: 96.203, mean reward:  0.360 [-0.005,  0.524], mean action: 14.041 [0.000, 31.000],  loss: 50.699402, mae: 138.827225, mean_q: 150.613998
 172520/378151: episode: 741, duration: 2.964s, episode steps: 267, steps per second:  90, episode reward: 135.859, mean reward:  0.509 [ 0.116,  0.651], mean action: 15.577 [0.000, 31.000],  loss: 52.383343, mae: 138.657181, mean_q: 150.322235
 172787/378151: episode: 742, duration: 3.029s, episode steps: 267, steps per second:  88, episode reward: 91.722, mean reward:  0.344 [-0.005,  0.559], mean action: 14.689 [0.000, 31.000],  loss: 45.756775, mae: 138.248993, mean_q: 149.797195
 173054/378151: episode: 743, duration: 2.944s, episode steps: 267, steps per second:  91, episode reward: 75.354, mean reward:  0.282 [ 0.087,  0.308], mean action: 7.468 [0.000, 31.000],  loss: 41.686768, mae: 138.360641, mean_q: 149.906769
 173321/378151: episode: 744, duration: 3.027s, episode steps: 267, steps per second:  88, episode reward: 99.283, mean reward:  0.372 [ 0.087,  0.461], mean action: 19.494 [0.000, 31.000],  loss: 61.864906, mae: 137.539459, mean_q: 149.262207
 173588/378151: episode: 745, duration: 3.036s, episode steps: 267, steps per second:  88, episode reward: 113.095, mean reward:  0.424 [ 0.116,  0.474], mean action: 17.067 [0.000, 31.000],  loss: 36.128323, mae: 137.804916, mean_q: 149.478958
 173855/378151: episode: 746, duration: 2.935s, episode steps: 267, steps per second:  91, episode reward: 148.763, mean reward:  0.557 [ 0.087,  0.645], mean action: 14.483 [0.000, 31.000],  loss: 42.479465, mae: 138.326080, mean_q: 150.098953
 174122/378151: episode: 747, duration: 3.012s, episode steps: 267, steps per second:  89, episode reward: 137.227, mean reward:  0.514 [ 0.137,  0.650], mean action: 13.895 [0.000, 31.000],  loss: 40.905762, mae: 138.267349, mean_q: 149.884216
 174379/378151: episode: 748, duration: 2.832s, episode steps: 257, steps per second:  91, episode reward: 94.791, mean reward:  0.369 [ 0.116,  0.472], mean action: 13.817 [0.000, 31.000],  loss: 42.083664, mae: 138.175613, mean_q: 149.836365
 174646/378151: episode: 749, duration: 3.029s, episode steps: 267, steps per second:  88, episode reward: 154.995, mean reward:  0.581 [ 0.017,  0.651], mean action: 14.404 [0.000, 31.000],  loss: 47.871960, mae: 138.386734, mean_q: 149.951797
 174913/378151: episode: 750, duration: 2.941s, episode steps: 267, steps per second:  91, episode reward: 92.715, mean reward:  0.347 [-0.005,  0.394], mean action: 12.199 [0.000, 31.000],  loss: 51.965183, mae: 138.339218, mean_q: 150.210724
 175180/378151: episode: 751, duration: 3.021s, episode steps: 267, steps per second:  88, episode reward: 86.904, mean reward:  0.325 [-0.005,  0.484], mean action: 16.045 [0.000, 31.000],  loss: 40.504902, mae: 138.504868, mean_q: 150.176193
 175447/378151: episode: 752, duration: 2.934s, episode steps: 267, steps per second:  91, episode reward: 99.783, mean reward:  0.374 [-0.005,  0.440], mean action: 15.880 [0.000, 31.000],  loss: 45.069546, mae: 138.262466, mean_q: 149.825287
 175714/378151: episode: 753, duration: 3.008s, episode steps: 267, steps per second:  89, episode reward: 160.095, mean reward:  0.600 [ 0.116,  0.650], mean action: 15.056 [0.000, 31.000],  loss: 56.517021, mae: 137.216675, mean_q: 148.948090
 175981/378151: episode: 754, duration: 2.979s, episode steps: 267, steps per second:  90, episode reward: 58.769, mean reward:  0.220 [-0.005,  0.299], mean action: 14.262 [0.000, 31.000],  loss: 54.671993, mae: 137.228638, mean_q: 149.009750
 176248/378151: episode: 755, duration: 2.962s, episode steps: 267, steps per second:  90, episode reward: 108.603, mean reward:  0.407 [ 0.087,  0.459], mean action: 16.693 [0.000, 31.000],  loss: 39.307522, mae: 137.509064, mean_q: 149.244736
 176515/378151: episode: 756, duration: 2.981s, episode steps: 267, steps per second:  90, episode reward: 86.141, mean reward:  0.323 [-0.005,  0.371], mean action: 11.640 [0.000, 31.000],  loss: 43.255112, mae: 137.639069, mean_q: 149.298676
 176738/378151: episode: 757, duration: 2.478s, episode steps: 223, steps per second:  90, episode reward: 58.075, mean reward:  0.260 [-0.005,  0.354], mean action: 17.211 [0.000, 31.000],  loss: 45.658905, mae: 137.413925, mean_q: 149.001465
 177005/378151: episode: 758, duration: 3.017s, episode steps: 267, steps per second:  88, episode reward: 87.230, mean reward:  0.327 [-0.005,  0.650], mean action: 14.876 [0.000, 31.000],  loss: 42.226917, mae: 137.427719, mean_q: 149.115936
 177272/378151: episode: 759, duration: 2.970s, episode steps: 267, steps per second:  90, episode reward: 103.045, mean reward:  0.386 [-0.005,  0.487], mean action: 14.303 [0.000, 31.000],  loss: 43.772129, mae: 137.471573, mean_q: 149.228989
 177539/378151: episode: 760, duration: 2.991s, episode steps: 267, steps per second:  89, episode reward: 88.545, mean reward:  0.332 [-0.005,  0.477], mean action: 15.925 [0.000, 31.000],  loss: 55.027740, mae: 137.569565, mean_q: 149.430176
 177806/378151: episode: 761, duration: 2.983s, episode steps: 267, steps per second:  90, episode reward: 87.269, mean reward:  0.327 [-0.005,  0.484], mean action: 15.071 [0.000, 31.000],  loss: 42.261486, mae: 137.778030, mean_q: 149.640091
 178073/378151: episode: 762, duration: 2.992s, episode steps: 267, steps per second:  89, episode reward: 144.223, mean reward:  0.540 [ 0.116,  0.650], mean action: 16.270 [0.000, 31.000],  loss: 52.401363, mae: 137.583267, mean_q: 149.266922
 178340/378151: episode: 763, duration: 2.948s, episode steps: 267, steps per second:  91, episode reward: 94.728, mean reward:  0.355 [-0.005,  0.455], mean action: 15.476 [0.000, 31.000],  loss: 53.311123, mae: 137.230347, mean_q: 148.987427
 178607/378151: episode: 764, duration: 2.997s, episode steps: 267, steps per second:  89, episode reward: 71.403, mean reward:  0.267 [-0.005,  0.485], mean action: 17.285 [0.000, 31.000],  loss: 35.595985, mae: 137.897491, mean_q: 149.482040
 178874/378151: episode: 765, duration: 2.987s, episode steps: 267, steps per second:  89, episode reward: 77.263, mean reward:  0.289 [-0.005,  0.419], mean action: 15.723 [0.000, 31.000],  loss: 38.662598, mae: 138.127426, mean_q: 149.921997
 179141/378151: episode: 766, duration: 2.953s, episode steps: 267, steps per second:  90, episode reward: 99.290, mean reward:  0.372 [-0.005,  0.436], mean action: 13.712 [0.000, 31.000],  loss: 42.822155, mae: 137.887634, mean_q: 149.724899
 179408/378151: episode: 767, duration: 2.984s, episode steps: 267, steps per second:  89, episode reward: 107.120, mean reward:  0.401 [ 0.133,  0.465], mean action: 16.330 [0.000, 31.000],  loss: 48.121387, mae: 138.395782, mean_q: 150.108002
 179675/378151: episode: 768, duration: 2.944s, episode steps: 267, steps per second:  91, episode reward: 110.611, mean reward:  0.414 [-0.005,  0.489], mean action: 14.390 [0.000, 31.000],  loss: 34.569508, mae: 138.538132, mean_q: 150.249710
 179944/378151: episode: 769, duration: 3.021s, episode steps: 269, steps per second:  89, episode reward: 104.646, mean reward:  0.389 [ 0.116,  0.452], mean action: 18.439 [0.000, 31.000],  loss: 50.837128, mae: 138.537109, mean_q: 150.309021
 180211/378151: episode: 770, duration: 2.920s, episode steps: 267, steps per second:  91, episode reward: 111.852, mean reward:  0.419 [ 0.087,  0.485], mean action: 16.655 [0.000, 31.000],  loss: 51.630993, mae: 138.935913, mean_q: 150.891205
 180478/378151: episode: 771, duration: 3.027s, episode steps: 267, steps per second:  88, episode reward: 107.103, mean reward:  0.401 [ 0.060,  0.491], mean action: 16.880 [0.000, 31.000],  loss: 55.120407, mae: 138.800903, mean_q: 150.819687
 180745/378151: episode: 772, duration: 2.973s, episode steps: 267, steps per second:  90, episode reward: 111.132, mean reward:  0.416 [ 0.087,  0.475], mean action: 15.479 [0.000, 31.000],  loss: 44.144794, mae: 139.167786, mean_q: 151.188263
