Training for 378151 steps ...
     36/378151: episode: 1, duration: 0.169s, episode steps:  36, steps per second: 213, episode reward:  5.274, mean reward:  0.146 [-0.005,  0.306], mean action: 15.778 [0.000, 30.000],  loss: --, mae: --, mean_q: --
 170725/378151: episode: 738, duration: 3.072s, episode steps: 267, steps per second:  87, episode reward: 116.205, mean reward:  0.435 [ 0.128,  0.464], mean action: 12.112 [0.000, 31.000],  loss: 53.625652, mae: 150.209473, mean_q: 163.982391
 170992/378151: episode: 739, duration: 3.122s, episode steps: 267, steps per second:  86, episode reward: 83.365, mean reward:  0.312 [ 0.116,  0.319], mean action: 13.487 [0.000, 26.000],  loss: 73.406792, mae: 150.145859, mean_q: 164.212402
 171259/378151: episode: 740, duration: 3.056s, episode steps: 267, steps per second:  87, episode reward: 83.292, mean reward:  0.312 [-0.005,  0.446], mean action: 14.236 [0.000, 31.000],  loss: 58.380093, mae: 150.214706, mean_q: 163.979874
 171526/378151: episode: 741, duration: 3.126s, episode steps: 267, steps per second:  85, episode reward: 110.835, mean reward:  0.415 [-0.005,  0.481], mean action: 16.371 [0.000, 31.000],  loss: 58.755444, mae: 150.766037, mean_q: 164.794586
 171793/378151: episode: 742, duration: 3.025s, episode steps: 267, steps per second:  88, episode reward: 90.246, mean reward:  0.338 [ 0.133,  0.341], mean action: 22.779 [2.000, 27.000],  loss: 58.730812, mae: 150.290375, mean_q: 164.489914
 171957/378151: episode: 743, duration: 1.924s, episode steps: 164, steps per second:  85, episode reward: 41.054, mean reward:  0.250 [-0.005,  0.319], mean action: 15.622 [0.000, 31.000],  loss: 52.192036, mae: 150.764099, mean_q: 164.859680
 172224/378151: episode: 744, duration: 3.109s, episode steps: 267, steps per second:  86, episode reward: 116.636, mean reward:  0.437 [ 0.087,  0.480], mean action: 10.191 [0.000, 31.000],  loss: 59.301579, mae: 150.873169, mean_q: 164.923248
 172491/378151: episode: 745, duration: 3.132s, episode steps: 267, steps per second:  85, episode reward: 94.060, mean reward:  0.352 [-0.005,  0.363], mean action: 23.124 [2.000, 26.000],  loss: 62.848232, mae: 150.445755, mean_q: 164.700790
 172559/378151: episode: 746, duration: 0.762s, episode steps:  68, steps per second:  89, episode reward: 27.075, mean reward:  0.398 [ 0.116,  0.436], mean action: 10.574 [1.000, 31.000],  loss: 64.951332, mae: 151.179062, mean_q: 165.572357
 172826/378151: episode: 747, duration: 3.145s, episode steps: 267, steps per second:  85, episode reward: 62.085, mean reward:  0.233 [-0.005,  0.430], mean action: 16.401 [0.000, 31.000],  loss: 62.056561, mae: 150.384583, mean_q: 164.408920
 173095/378151: episode: 748, duration: 3.079s, episode steps: 269, steps per second:  87, episode reward: 87.657, mean reward:  0.326 [ 0.078,  0.449], mean action: 15.729 [0.000, 31.000],  loss: 55.918396, mae: 150.732513, mean_q: 164.681107
 173362/378151: episode: 749, duration: 3.127s, episode steps: 267, steps per second:  85, episode reward: 73.153, mean reward:  0.274 [ 0.087,  0.298], mean action: 13.082 [0.000, 31.000],  loss: 60.811317, mae: 150.458984, mean_q: 164.521622
 173424/378151: episode: 750, duration: 0.691s, episode steps:  62, steps per second:  90, episode reward: 11.210, mean reward:  0.181 [-0.005,  0.305], mean action: 14.710 [0.000, 31.000],  loss: 50.921223, mae: 150.045059, mean_q: 164.022385
 173691/378151: episode: 751, duration: 3.107s, episode steps: 267, steps per second:  86, episode reward: 57.058, mean reward:  0.214 [-0.005,  0.309], mean action: 17.236 [0.000, 31.000],  loss: 61.225365, mae: 150.538834, mean_q: 164.578705
 173958/378151: episode: 752, duration: 3.046s, episode steps: 267, steps per second:  88, episode reward: 49.883, mean reward:  0.187 [-0.005,  0.296], mean action: 17.487 [0.000, 31.000],  loss: 65.606110, mae: 149.894745, mean_q: 164.112274
 174225/378151: episode: 753, duration: 3.124s, episode steps: 267, steps per second:  85, episode reward: 104.488, mean reward:  0.391 [-0.005,  0.428], mean action: 11.049 [0.000, 31.000],  loss: 58.294899, mae: 150.044067, mean_q: 164.237427
 174492/378151: episode: 754, duration: 3.054s, episode steps: 267, steps per second:  87, episode reward: 72.015, mean reward:  0.270 [-0.005,  0.360], mean action: 15.940 [0.000, 31.000],  loss: 59.136364, mae: 150.512436, mean_q: 164.809631
 174759/378151: episode: 755, duration: 3.130s, episode steps: 267, steps per second:  85, episode reward: 111.888, mean reward:  0.419 [-0.005,  0.475], mean action: 14.783 [0.000, 31.000],  loss: 63.128277, mae: 150.417953, mean_q: 164.681625
 175026/378151: episode: 756, duration: 3.070s, episode steps: 267, steps per second:  87, episode reward: 57.142, mean reward:  0.214 [-0.005,  0.293], mean action: 16.513 [0.000, 31.000],  loss: 49.506050, mae: 150.334915, mean_q: 164.577713
 175293/378151: episode: 757, duration: 3.109s, episode steps: 267, steps per second:  86, episode reward: 88.795, mean reward:  0.333 [ 0.087,  0.461], mean action: 16.712 [0.000, 31.000],  loss: 57.907429, mae: 150.343521, mean_q: 164.601196
 175560/378151: episode: 758, duration: 3.122s, episode steps: 267, steps per second:  86, episode reward: 139.775, mean reward:  0.524 [ 0.087,  0.601], mean action: 16.112 [0.000, 31.000],  loss: 46.684784, mae: 150.623001, mean_q: 164.691071
 175827/378151: episode: 759, duration: 3.055s, episode steps: 267, steps per second:  87, episode reward: 77.827, mean reward:  0.291 [-0.005,  0.475], mean action: 14.607 [0.000, 31.000],  loss: 69.602089, mae: 150.296783, mean_q: 164.538300
 176094/378151: episode: 760, duration: 3.125s, episode steps: 267, steps per second:  85, episode reward: 120.599, mean reward:  0.452 [ 0.087,  0.485], mean action: 15.813 [0.000, 31.000],  loss: 54.601696, mae: 150.124435, mean_q: 163.946701
 176363/378151: episode: 761, duration: 3.084s, episode steps: 269, steps per second:  87, episode reward: 121.108, mean reward:  0.450 [ 0.137,  0.491], mean action: 18.480 [0.000, 31.000],  loss: 62.016750, mae: 149.643814, mean_q: 163.615417
 176630/378151: episode: 762, duration: 3.110s, episode steps: 267, steps per second:  86, episode reward: 140.561, mean reward:  0.526 [ 0.087,  0.654], mean action: 15.700 [0.000, 31.000],  loss: 66.997437, mae: 150.280609, mean_q: 164.460678
 176897/378151: episode: 763, duration: 3.059s, episode steps: 267, steps per second:  87, episode reward: 107.495, mean reward:  0.403 [ 0.087,  0.453], mean action: 13.258 [0.000, 31.000],  loss: 48.678333, mae: 150.612686, mean_q: 164.670303
 177164/378151: episode: 764, duration: 3.141s, episode steps: 267, steps per second:  85, episode reward: 153.814, mean reward:  0.576 [ 0.087,  0.639], mean action: 15.861 [0.000, 31.000],  loss: 55.197044, mae: 151.178085, mean_q: 165.432251
 177317/378151: episode: 765, duration: 1.796s, episode steps: 153, steps per second:  85, episode reward: 56.466, mean reward:  0.369 [ 0.116,  0.438], mean action: 14.948 [0.000, 31.000],  loss: 62.521645, mae: 151.359024, mean_q: 165.388596
 177584/378151: episode: 766, duration: 3.077s, episode steps: 267, steps per second:  87, episode reward: 99.939, mean reward:  0.374 [ 0.087,  0.473], mean action: 15.030 [0.000, 31.000],  loss: 64.101006, mae: 151.576447, mean_q: 165.710251
 177851/378151: episode: 767, duration: 3.126s, episode steps: 267, steps per second:  85, episode reward: 112.007, mean reward:  0.420 [ 0.137,  0.466], mean action: 15.753 [0.000, 31.000],  loss: 50.926052, mae: 151.461685, mean_q: 165.432999
 178118/378151: episode: 768, duration: 3.141s, episode steps: 267, steps per second:  85, episode reward: 60.609, mean reward:  0.227 [-0.005,  0.410], mean action: 16.427 [0.000, 31.000],  loss: 43.641445, mae: 151.378723, mean_q: 165.170883
 178385/378151: episode: 769, duration: 3.026s, episode steps: 267, steps per second:  88, episode reward: 105.671, mean reward:  0.396 [ 0.137,  0.479], mean action: 17.086 [0.000, 31.000],  loss: 64.269562, mae: 151.547577, mean_q: 165.281281
 178588/378151: episode: 770, duration: 2.325s, episode steps: 203, steps per second:  87, episode reward: 113.213, mean reward:  0.558 [ 0.133,  0.648], mean action: 16.813 [0.000, 31.000],  loss: 60.687237, mae: 151.058990, mean_q: 165.052338
 178855/378151: episode: 771, duration: 3.127s, episode steps: 267, steps per second:  85, episode reward: 49.335, mean reward:  0.185 [-0.005,  0.297], mean action: 15.944 [0.000, 31.000],  loss: 47.063000, mae: 150.196899, mean_q: 163.680801
 179122/378151: episode: 772, duration: 3.065s, episode steps: 267, steps per second:  87, episode reward: 92.618, mean reward:  0.347 [-0.005,  0.447], mean action: 15.135 [0.000, 31.000],  loss: 37.245991, mae: 150.504211, mean_q: 164.050705
 179389/378151: episode: 773, duration: 3.139s, episode steps: 267, steps per second:  85, episode reward: 98.379, mean reward:  0.368 [-0.005,  0.607], mean action: 14.715 [0.000, 31.000],  loss: 30.684435, mae: 151.051208, mean_q: 164.772156
 179656/378151: episode: 774, duration: 3.130s, episode steps: 267, steps per second:  85, episode reward: 108.068, mean reward:  0.405 [ 0.087,  0.466], mean action: 13.629 [0.000, 31.000],  loss: 50.718552, mae: 151.123978, mean_q: 164.801590
 179923/378151: episode: 775, duration: 3.049s, episode steps: 267, steps per second:  88, episode reward: 154.888, mean reward:  0.580 [ 0.133,  0.651], mean action: 16.798 [0.000, 31.000],  loss: 50.359314, mae: 150.957016, mean_q: 164.731323
 180192/378151: episode: 776, duration: 3.157s, episode steps: 269, steps per second:  85, episode reward: 95.332, mean reward:  0.354 [ 0.137,  0.407], mean action: 13.223 [0.000, 30.000],  loss: 54.434696, mae: 151.395813, mean_q: 164.974106
 180459/378151: episode: 777, duration: 3.059s, episode steps: 267, steps per second:  87, episode reward: 67.886, mean reward:  0.254 [-0.005,  0.393], mean action: 15.831 [0.000, 31.000],  loss: 60.712654, mae: 150.601822, mean_q: 164.161346
 180726/378151: episode: 778, duration: 3.130s, episode steps: 267, steps per second:  85, episode reward: 58.568, mean reward:  0.219 [-0.005,  0.411], mean action: 14.715 [0.000, 31.000],  loss: 56.353493, mae: 149.905487, mean_q: 163.448563
 180993/378151: episode: 779, duration: 3.051s, episode steps: 267, steps per second:  88, episode reward: 91.589, mean reward:  0.343 [-0.005,  0.440], mean action: 14.790 [0.000, 31.000],  loss: 51.458824, mae: 149.517761, mean_q: 163.417435
 181262/378151: episode: 780, duration: 3.139s, episode steps: 269, steps per second:  86, episode reward: 115.005, mean reward:  0.428 [ 0.116,  0.481], mean action: 16.353 [0.000, 31.000],  loss: 65.739426, mae: 149.060471, mean_q: 162.786697
 181529/378151: episode: 781, duration: 3.142s, episode steps: 267, steps per second:  85, episode reward: 69.129, mean reward:  0.259 [-0.005,  0.445], mean action: 16.921 [0.000, 31.000],  loss: 46.337387, mae: 148.811371, mean_q: 162.554916
 181796/378151: episode: 782, duration: 3.034s, episode steps: 267, steps per second:  88, episode reward: 88.863, mean reward:  0.333 [-0.005,  0.480], mean action: 16.345 [0.000, 31.000],  loss: 58.131634, mae: 148.681229, mean_q: 162.353867
 182063/378151: episode: 783, duration: 3.111s, episode steps: 267, steps per second:  86, episode reward: 77.414, mean reward:  0.290 [-0.005,  0.330], mean action: 10.955 [0.000, 29.000],  loss: 51.288338, mae: 148.411957, mean_q: 162.218689
 182330/378151: episode: 784, duration: 3.066s, episode steps: 267, steps per second:  87, episode reward: 94.009, mean reward:  0.352 [-0.005,  0.432], mean action: 16.674 [0.000, 31.000],  loss: 46.519955, mae: 148.516861, mean_q: 162.321304
 182597/378151: episode: 785, duration: 3.114s, episode steps: 267, steps per second:  86, episode reward: 100.782, mean reward:  0.377 [-0.005,  0.477], mean action: 15.382 [0.000, 31.000],  loss: 47.860115, mae: 148.379913, mean_q: 161.973938
 182864/378151: episode: 786, duration: 3.045s, episode steps: 267, steps per second:  88, episode reward: 112.881, mean reward:  0.423 [ 0.087,  0.468], mean action: 14.142 [0.000, 31.000],  loss: 62.303619, mae: 148.019516, mean_q: 161.931793
 183131/378151: episode: 787, duration: 3.113s, episode steps: 267, steps per second:  86, episode reward: 106.865, mean reward:  0.400 [ 0.116,  0.442], mean action: 15.157 [0.000, 31.000],  loss: 64.052933, mae: 147.754013, mean_q: 161.552124
 183398/378151: episode: 788, duration: 3.102s, episode steps: 267, steps per second:  86, episode reward: 84.476, mean reward:  0.316 [-0.005,  0.441], mean action: 14.378 [0.000, 31.000],  loss: 66.110901, mae: 147.392929, mean_q: 161.123276
 183665/378151: episode: 789, duration: 3.078s, episode steps: 267, steps per second:  87, episode reward: 112.112, mean reward:  0.420 [ 0.133,  0.476], mean action: 15.592 [0.000, 31.000],  loss: 44.442131, mae: 148.041351, mean_q: 161.936279
 183720/378151: episode: 790, duration: 0.698s, episode steps:  55, steps per second:  79, episode reward: 12.078, mean reward:  0.220 [ 0.137,  0.321], mean action: 12.145 [0.000, 31.000],  loss: 41.310490, mae: 148.324570, mean_q: 162.083450
 183987/378151: episode: 791, duration: 3.034s, episode steps: 267, steps per second:  88, episode reward: 151.294, mean reward:  0.567 [-0.005,  0.645], mean action: 16.753 [0.000, 31.000],  loss: 54.293190, mae: 147.909378, mean_q: 161.765579
 184254/378151: episode: 792, duration: 3.141s, episode steps: 267, steps per second:  85, episode reward: 96.274, mean reward:  0.361 [-0.005,  0.478], mean action: 13.723 [0.000, 31.000],  loss: 61.321033, mae: 147.726105, mean_q: 161.738174
 184275/378151: episode: 793, duration: 0.249s, episode steps:  21, steps per second:  84, episode reward:  3.301, mean reward:  0.157 [ 0.087,  0.320], mean action: 16.000 [2.000, 31.000],  loss: 101.139252, mae: 146.907425, mean_q: 161.105499
 184544/378151: episode: 794, duration: 3.072s, episode steps: 269, steps per second:  88, episode reward: 145.248, mean reward:  0.540 [ 0.133,  0.646], mean action: 15.669 [0.000, 31.000],  loss: 55.422527, mae: 147.752228, mean_q: 161.471100
 184811/378151: episode: 795, duration: 3.103s, episode steps: 267, steps per second:  86, episode reward: 71.071, mean reward:  0.266 [-0.005,  0.459], mean action: 16.247 [0.000, 31.000],  loss: 52.735329, mae: 147.749420, mean_q: 161.567078
 185078/378151: episode: 796, duration: 3.069s, episode steps: 267, steps per second:  87, episode reward: 100.073, mean reward:  0.375 [ 0.087,  0.429], mean action: 15.521 [0.000, 31.000],  loss: 53.263683, mae: 147.979355, mean_q: 161.788513
 185345/378151: episode: 797, duration: 3.130s, episode steps: 267, steps per second:  85, episode reward: 128.303, mean reward:  0.481 [ 0.017,  0.646], mean action: 15.356 [0.000, 31.000],  loss: 50.385841, mae: 148.570831, mean_q: 162.450592
 185612/378151: episode: 798, duration: 3.122s, episode steps: 267, steps per second:  86, episode reward: 103.596, mean reward:  0.388 [ 0.137,  0.397], mean action: 25.011 [0.000, 31.000],  loss: 62.963131, mae: 148.298523, mean_q: 162.050217
 185879/378151: episode: 799, duration: 3.061s, episode steps: 267, steps per second:  87, episode reward: 96.000, mean reward:  0.360 [ 0.116,  0.403], mean action: 14.097 [0.000, 31.000],  loss: 65.900055, mae: 147.881256, mean_q: 161.554977
 185939/378151: episode: 800, duration: 0.748s, episode steps:  60, steps per second:  80, episode reward: 22.276, mean reward:  0.371 [ 0.087,  0.458], mean action: 18.550 [1.000, 31.000],  loss: 28.767128, mae: 148.856827, mean_q: 162.741241
 186206/378151: episode: 801, duration: 3.056s, episode steps: 267, steps per second:  87, episode reward: 95.271, mean reward:  0.357 [-0.005,  0.460], mean action: 10.772 [0.000, 31.000],  loss: 50.226578, mae: 148.281128, mean_q: 162.007263
 186266/378151: episode: 802, duration: 0.681s, episode steps:  60, steps per second:  88, episode reward: 13.592, mean reward:  0.227 [ 0.017,  0.304], mean action: 16.350 [0.000, 31.000],  loss: 37.235619, mae: 149.478226, mean_q: 163.387802
 186431/378151: episode: 803, duration: 1.912s, episode steps: 165, steps per second:  86, episode reward: 31.946, mean reward:  0.194 [-0.005,  0.306], mean action: 16.897 [0.000, 31.000],  loss: 49.444988, mae: 148.746429, mean_q: 162.215652
 186700/378151: episode: 804, duration: 3.157s, episode steps: 269, steps per second:  85, episode reward: 117.078, mean reward:  0.435 [-0.005,  0.639], mean action: 17.383 [0.000, 31.000],  loss: 49.247402, mae: 148.237335, mean_q: 162.003540
 186967/378151: episode: 805, duration: 3.092s, episode steps: 267, steps per second:  86, episode reward: 48.593, mean reward:  0.182 [-0.005,  0.442], mean action: 14.768 [0.000, 31.000],  loss: 49.907707, mae: 148.295410, mean_q: 162.084152
 187234/378151: episode: 806, duration: 3.033s, episode steps: 267, steps per second:  88, episode reward: 157.643, mean reward:  0.590 [ 0.116,  0.645], mean action: 16.764 [0.000, 31.000],  loss: 50.992332, mae: 148.110779, mean_q: 162.183029
 187501/378151: episode: 807, duration: 3.117s, episode steps: 267, steps per second:  86, episode reward: 72.829, mean reward:  0.273 [ 0.137,  0.303], mean action: 13.607 [0.000, 30.000],  loss: 46.058887, mae: 147.912827, mean_q: 161.715271
 187768/378151: episode: 808, duration: 3.036s, episode steps: 267, steps per second:  88, episode reward: 82.399, mean reward:  0.309 [ 0.087,  0.338], mean action: 11.390 [0.000, 31.000],  loss: 50.844204, mae: 147.590332, mean_q: 161.257339
 188035/378151: episode: 809, duration: 3.111s, episode steps: 267, steps per second:  86, episode reward: 57.352, mean reward:  0.215 [-0.005,  0.296], mean action: 15.742 [0.000, 31.000],  loss: 61.232964, mae: 146.994720, mean_q: 160.750992
 188112/378151: episode: 810, duration: 0.872s, episode steps:  77, steps per second:  88, episode reward: 19.612, mean reward:  0.255 [-0.005,  0.344], mean action: 12.922 [0.000, 30.000],  loss: 37.606293, mae: 148.129532, mean_q: 162.382248
 188379/378151: episode: 811, duration: 3.085s, episode steps: 267, steps per second:  87, episode reward: 138.518, mean reward:  0.519 [ 0.087,  0.648], mean action: 14.828 [0.000, 31.000],  loss: 50.513992, mae: 147.129303, mean_q: 161.065948
 188646/378151: episode: 812, duration: 3.123s, episode steps: 267, steps per second:  85, episode reward: 60.230, mean reward:  0.226 [-0.005,  0.302], mean action: 16.101 [0.000, 31.000],  loss: 56.662598, mae: 147.025543, mean_q: 161.044556
 188913/378151: episode: 813, duration: 3.043s, episode steps: 267, steps per second:  88, episode reward: 102.951, mean reward:  0.386 [ 0.116,  0.426], mean action: 13.936 [0.000, 31.000],  loss: 63.258484, mae: 146.924454, mean_q: 161.004440
 189180/378151: episode: 814, duration: 3.086s, episode steps: 267, steps per second:  87, episode reward: 66.262, mean reward:  0.248 [ 0.087,  0.338], mean action: 15.749 [0.000, 31.000],  loss: 50.217266, mae: 147.237015, mean_q: 161.239349
 189447/378151: episode: 815, duration: 3.040s, episode steps: 267, steps per second:  88, episode reward: 98.698, mean reward:  0.370 [-0.005,  0.448], mean action: 16.423 [0.000, 31.000],  loss: 53.147678, mae: 146.729538, mean_q: 160.725815
 189714/378151: episode: 816, duration: 3.125s, episode steps: 267, steps per second:  85, episode reward: 51.346, mean reward:  0.192 [-0.005,  0.297], mean action: 16.285 [0.000, 31.000],  loss: 52.824738, mae: 146.684708, mean_q: 160.563614
 189981/378151: episode: 817, duration: 3.025s, episode steps: 267, steps per second:  88, episode reward: 131.125, mean reward:  0.491 [-0.005,  0.618], mean action: 16.004 [0.000, 31.000],  loss: 47.636456, mae: 146.778214, mean_q: 160.552002
 190248/378151: episode: 818, duration: 3.124s, episode steps: 267, steps per second:  85, episode reward: 56.613, mean reward:  0.212 [-0.005,  0.290], mean action: 15.524 [0.000, 31.000],  loss: 55.367710, mae: 146.753738, mean_q: 160.663879
 190515/378151: episode: 819, duration: 3.040s, episode steps: 267, steps per second:  88, episode reward: 62.714, mean reward:  0.235 [-0.005,  0.316], mean action: 15.910 [0.000, 31.000],  loss: 46.200611, mae: 146.271454, mean_q: 160.168304
 190620/378151: episode: 820, duration: 1.246s, episode steps: 105, steps per second:  84, episode reward: 23.565, mean reward:  0.224 [ 0.076,  0.306], mean action: 15.695 [0.000, 31.000],  loss: 44.805424, mae: 146.354904, mean_q: 160.263580
 190887/378151: episode: 821, duration: 3.099s, episode steps: 267, steps per second:  86, episode reward: 53.277, mean reward:  0.200 [-0.005,  0.296], mean action: 15.753 [0.000, 31.000],  loss: 48.798943, mae: 145.898331, mean_q: 159.564529
 191154/378151: episode: 822, duration: 3.031s, episode steps: 267, steps per second:  88, episode reward: 108.988, mean reward:  0.408 [-0.005,  0.460], mean action: 17.101 [0.000, 31.000],  loss: 45.909866, mae: 145.824493, mean_q: 159.836823
 191224/378151: episode: 823, duration: 0.856s, episode steps:  70, steps per second:  82, episode reward: 15.732, mean reward:  0.225 [-0.005,  0.308], mean action: 19.300 [0.000, 31.000],  loss: 42.136902, mae: 146.321671, mean_q: 160.173584
 191491/378151: episode: 824, duration: 3.038s, episode steps: 267, steps per second:  88, episode reward: 60.483, mean reward:  0.227 [-0.005,  0.413], mean action: 15.715 [0.000, 31.000],  loss: 56.434441, mae: 146.348862, mean_q: 160.181000
 191758/378151: episode: 825, duration: 3.122s, episode steps: 267, steps per second:  86, episode reward: 88.101, mean reward:  0.330 [ 0.116,  0.414], mean action: 11.457 [0.000, 31.000],  loss: 57.861473, mae: 146.311737, mean_q: 160.182190
 192025/378151: episode: 826, duration: 3.050s, episode steps: 267, steps per second:  88, episode reward: 86.157, mean reward:  0.323 [-0.005,  0.434], mean action: 15.442 [0.000, 31.000],  loss: 51.018551, mae: 146.583191, mean_q: 160.462021
 192292/378151: episode: 827, duration: 3.114s, episode steps: 267, steps per second:  86, episode reward: 125.208, mean reward:  0.469 [ 0.116,  0.570], mean action: 14.966 [0.000, 31.000],  loss: 54.314903, mae: 146.540665, mean_q: 160.492325
 192559/378151: episode: 828, duration: 3.092s, episode steps: 267, steps per second:  86, episode reward: 79.774, mean reward:  0.299 [-0.005,  0.443], mean action: 16.693 [0.000, 31.000],  loss: 42.475990, mae: 146.687683, mean_q: 160.602585
 192828/378151: episode: 829, duration: 3.065s, episode steps: 269, steps per second:  88, episode reward: 140.304, mean reward:  0.522 [-0.005,  0.645], mean action: 15.636 [0.000, 31.000],  loss: 52.691067, mae: 146.571060, mean_q: 160.539032
 193095/378151: episode: 830, duration: 3.132s, episode steps: 267, steps per second:  85, episode reward: 95.335, mean reward:  0.357 [-0.005,  0.442], mean action: 16.524 [0.000, 31.000],  loss: 58.439552, mae: 146.267334, mean_q: 160.257629
 193362/378151: episode: 831, duration: 3.026s, episode steps: 267, steps per second:  88, episode reward: 86.737, mean reward:  0.325 [-0.005,  0.638], mean action: 14.640 [0.000, 31.000],  loss: 73.041336, mae: 145.684372, mean_q: 159.778915
 193631/378151: episode: 832, duration: 3.149s, episode steps: 269, steps per second:  85, episode reward: 115.682, mean reward:  0.430 [ 0.116,  0.478], mean action: 14.587 [0.000, 31.000],  loss: 52.966675, mae: 145.435364, mean_q: 159.279694
 193898/378151: episode: 833, duration: 3.036s, episode steps: 267, steps per second:  88, episode reward: 96.817, mean reward:  0.363 [ 0.087,  0.426], mean action: 15.236 [0.000, 31.000],  loss: 46.910030, mae: 146.345230, mean_q: 160.209137
 194165/378151: episode: 834, duration: 3.086s, episode steps: 267, steps per second:  87, episode reward: 67.377, mean reward:  0.252 [-0.005,  0.294], mean action: 7.985 [0.000, 29.000],  loss: 59.931099, mae: 145.737976, mean_q: 159.548019
 194432/378151: episode: 835, duration: 3.098s, episode steps: 267, steps per second:  86, episode reward: 107.852, mean reward:  0.404 [ 0.137,  0.443], mean action: 15.618 [0.000, 31.000],  loss: 56.836857, mae: 145.871613, mean_q: 159.758072
 194699/378151: episode: 836, duration: 3.036s, episode steps: 267, steps per second:  88, episode reward: 90.798, mean reward:  0.340 [-0.005,  0.404], mean action: 15.775 [0.000, 31.000],  loss: 47.850277, mae: 146.366104, mean_q: 160.380386
 194966/378151: episode: 837, duration: 3.113s, episode steps: 267, steps per second:  86, episode reward: 100.980, mean reward:  0.378 [ 0.087,  0.452], mean action: 14.004 [0.000, 31.000],  loss: 52.145958, mae: 146.249649, mean_q: 160.085571
 195233/378151: episode: 838, duration: 3.021s, episode steps: 267, steps per second:  88, episode reward: 90.982, mean reward:  0.341 [-0.005,  0.415], mean action: 16.427 [0.000, 31.000],  loss: 48.880016, mae: 145.933838, mean_q: 159.646301
 195500/378151: episode: 839, duration: 3.088s, episode steps: 267, steps per second:  86, episode reward: 109.795, mean reward:  0.411 [ 0.137,  0.479], mean action: 14.899 [0.000, 31.000],  loss: 56.388874, mae: 145.964478, mean_q: 159.756210
 195562/378151: episode: 840, duration: 0.713s, episode steps:  62, steps per second:  87, episode reward: 23.052, mean reward:  0.372 [ 0.133,  0.427], mean action: 14.855 [0.000, 30.000],  loss: 21.838156, mae: 145.390320, mean_q: 159.671539
 195718/378151: episode: 841, duration: 1.807s, episode steps: 156, steps per second:  86, episode reward: 79.902, mean reward:  0.512 [ 0.116,  0.647], mean action: 18.032 [0.000, 31.000],  loss: 54.185886, mae: 146.396912, mean_q: 160.290436
 195745/378151: episode: 842, duration: 0.315s, episode steps:  27, steps per second:  86, episode reward:  6.892, mean reward:  0.255 [ 0.087,  0.394], mean action: 15.370 [0.000, 29.000],  loss: 55.320930, mae: 145.942322, mean_q: 160.045898
 196012/378151: episode: 843, duration: 3.108s, episode steps: 267, steps per second:  86, episode reward: 47.908, mean reward:  0.179 [-0.005,  0.317], mean action: 14.105 [0.000, 31.000],  loss: 67.724602, mae: 145.513519, mean_q: 159.482071
 196279/378151: episode: 844, duration: 3.051s, episode steps: 267, steps per second:  88, episode reward: 107.223, mean reward:  0.402 [ 0.116,  0.450], mean action: 17.187 [0.000, 31.000],  loss: 46.580429, mae: 145.803482, mean_q: 159.490036
 196546/378151: episode: 845, duration: 3.110s, episode steps: 267, steps per second:  86, episode reward: 118.994, mean reward:  0.446 [ 0.087,  0.495], mean action: 14.423 [0.000, 31.000],  loss: 68.315903, mae: 145.433167, mean_q: 159.553513
 196813/378151: episode: 846, duration: 3.104s, episode steps: 267, steps per second:  86, episode reward: 103.654, mean reward:  0.388 [-0.005,  0.455], mean action: 15.839 [0.000, 31.000],  loss: 39.265919, mae: 145.376404, mean_q: 159.365494
 197080/378151: episode: 847, duration: 3.049s, episode steps: 267, steps per second:  88, episode reward: 117.871, mean reward:  0.441 [ 0.133,  0.485], mean action: 13.483 [0.000, 31.000],  loss: 47.385529, mae: 146.063324, mean_q: 159.869049
 197347/378151: episode: 848, duration: 3.103s, episode steps: 267, steps per second:  86, episode reward: 119.000, mean reward:  0.446 [ 0.133,  0.468], mean action: 13.742 [0.000, 30.000],  loss: 32.597679, mae: 146.591522, mean_q: 160.547760
 197614/378151: episode: 849, duration: 3.034s, episode steps: 267, steps per second:  88, episode reward: 104.763, mean reward:  0.392 [-0.005,  0.444], mean action: 14.315 [0.000, 31.000],  loss: 46.414062, mae: 146.663559, mean_q: 160.787994
 197881/378151: episode: 850, duration: 3.124s, episode steps: 267, steps per second:  85, episode reward: 95.488, mean reward:  0.358 [ 0.087,  0.454], mean action: 14.596 [0.000, 31.000],  loss: 42.209461, mae: 147.150177, mean_q: 161.199036
 198148/378151: episode: 851, duration: 3.125s, episode steps: 267, steps per second:  85, episode reward: 89.348, mean reward:  0.335 [ 0.133,  0.360], mean action: 11.876 [0.000, 31.000],  loss: 52.046627, mae: 147.726791, mean_q: 162.078812
 198415/378151: episode: 852, duration: 3.056s, episode steps: 267, steps per second:  87, episode reward: 68.223, mean reward:  0.256 [-0.005,  0.336], mean action: 15.045 [0.000, 31.000],  loss: 61.125694, mae: 147.890717, mean_q: 162.376129
 198682/378151: episode: 853, duration: 3.103s, episode steps: 267, steps per second:  86, episode reward: 117.500, mean reward:  0.440 [ 0.133,  0.478], mean action: 14.401 [0.000, 31.000],  loss: 57.627529, mae: 148.431946, mean_q: 162.652008
 198949/378151: episode: 854, duration: 3.034s, episode steps: 267, steps per second:  88, episode reward: 110.848, mean reward:  0.415 [ 0.087,  0.470], mean action: 15.610 [0.000, 31.000],  loss: 59.726978, mae: 148.215775, mean_q: 162.178375
