Training for 378151 steps ...
     30/378151: episode: 1, duration: 0.135s, episode steps:  30, steps per second: 222, episode reward:  4.710, mean reward:  0.157 [-0.005,  0.330], mean action: 15.600 [1.000, 31.000],  loss: --, mae: --, mean_q: --
 180408/378151: episode: 790, duration: 3.068s, episode steps: 267, steps per second:  87, episode reward: 111.915, mean reward:  0.419 [ 0.137,  0.469], mean action: 15.225 [0.000, 31.000],  loss: 47.737118, mae: 133.450409, mean_q: 144.768692
 180675/378151: episode: 791, duration: 3.085s, episode steps: 267, steps per second:  87, episode reward: 93.755, mean reward:  0.351 [ 0.087,  0.450], mean action: 17.318 [0.000, 31.000],  loss: 42.418743, mae: 133.440140, mean_q: 144.784225
 180942/378151: episode: 792, duration: 3.000s, episode steps: 267, steps per second:  89, episode reward: 98.361, mean reward:  0.368 [-0.005,  0.503], mean action: 15.704 [0.000, 31.000],  loss: 48.218964, mae: 133.102493, mean_q: 144.533676
 181209/378151: episode: 793, duration: 3.082s, episode steps: 267, steps per second:  87, episode reward: 105.203, mean reward:  0.394 [ 0.035,  0.457], mean action: 13.191 [0.000, 30.000],  loss: 37.386944, mae: 132.890594, mean_q: 144.191040
 181476/378151: episode: 794, duration: 2.986s, episode steps: 267, steps per second:  89, episode reward: 85.677, mean reward:  0.321 [-0.005,  0.450], mean action: 18.124 [1.000, 31.000],  loss: 42.207233, mae: 132.966232, mean_q: 144.307526
 181743/378151: episode: 795, duration: 3.043s, episode steps: 267, steps per second:  88, episode reward: 102.575, mean reward:  0.384 [ 0.116,  0.432], mean action: 12.067 [0.000, 31.000],  loss: 50.058010, mae: 133.628296, mean_q: 144.948441
 181926/378151: episode: 796, duration: 2.109s, episode steps: 183, steps per second:  87, episode reward: 65.249, mean reward:  0.357 [ 0.133,  0.398], mean action: 15.148 [0.000, 31.000],  loss: 57.146984, mae: 133.346802, mean_q: 144.869583
 182195/378151: episode: 797, duration: 3.090s, episode steps: 269, steps per second:  87, episode reward: 89.696, mean reward:  0.333 [-0.005,  0.423], mean action: 16.747 [0.000, 31.000],  loss: 48.907928, mae: 132.621857, mean_q: 143.961227
 182322/378151: episode: 798, duration: 1.413s, episode steps: 127, steps per second:  90, episode reward: 53.098, mean reward:  0.418 [ 0.137,  0.472], mean action: 16.126 [0.000, 30.000],  loss: 38.064365, mae: 132.635544, mean_q: 144.188034
 182403/378151: episode: 799, duration: 0.980s, episode steps:  81, steps per second:  83, episode reward: 26.776, mean reward:  0.331 [ 0.116,  0.376], mean action: 13.840 [0.000, 28.000],  loss: 37.666485, mae: 132.175507, mean_q: 143.367142
 182670/378151: episode: 800, duration: 2.974s, episode steps: 267, steps per second:  90, episode reward: 109.300, mean reward:  0.409 [ 0.087,  0.472], mean action: 12.693 [0.000, 31.000],  loss: 55.565823, mae: 132.155624, mean_q: 143.751938
 182937/378151: episode: 801, duration: 3.094s, episode steps: 267, steps per second:  86, episode reward: 87.060, mean reward:  0.326 [-0.005,  0.430], mean action: 16.461 [0.000, 31.000],  loss: 47.994110, mae: 132.517090, mean_q: 144.001755
 183204/378151: episode: 802, duration: 3.079s, episode steps: 267, steps per second:  87, episode reward: 103.490, mean reward:  0.388 [-0.005,  0.470], mean action: 14.925 [0.000, 31.000],  loss: 44.620766, mae: 132.439316, mean_q: 143.892715
 183471/378151: episode: 803, duration: 2.992s, episode steps: 267, steps per second:  89, episode reward: 104.799, mean reward:  0.393 [-0.005,  0.430], mean action: 11.933 [0.000, 30.000],  loss: 41.430458, mae: 133.024994, mean_q: 144.427750
 183506/378151: episode: 804, duration: 0.400s, episode steps:  35, steps per second:  88, episode reward:  8.024, mean reward:  0.229 [-0.005,  0.332], mean action: 11.714 [0.000, 30.000],  loss: 34.578770, mae: 132.944946, mean_q: 143.966492
 183773/378151: episode: 805, duration: 3.063s, episode steps: 267, steps per second:  87, episode reward: 68.844, mean reward:  0.258 [-0.005,  0.411], mean action: 14.015 [0.000, 31.000],  loss: 50.142506, mae: 132.877777, mean_q: 144.137375
 184040/378151: episode: 806, duration: 3.006s, episode steps: 267, steps per second:  89, episode reward: 94.687, mean reward:  0.355 [-0.005,  0.467], mean action: 14.640 [0.000, 30.000],  loss: 39.696503, mae: 132.916992, mean_q: 144.146042
 184307/378151: episode: 807, duration: 3.085s, episode steps: 267, steps per second:  87, episode reward: 143.561, mean reward:  0.538 [ 0.137,  0.645], mean action: 15.824 [0.000, 31.000],  loss: 45.523899, mae: 132.808060, mean_q: 144.076416
 184574/378151: episode: 808, duration: 3.076s, episode steps: 267, steps per second:  87, episode reward: 94.156, mean reward:  0.353 [ 0.087,  0.420], mean action: 12.487 [0.000, 31.000],  loss: 58.737972, mae: 132.690582, mean_q: 144.066910
 184841/378151: episode: 809, duration: 3.000s, episode steps: 267, steps per second:  89, episode reward: 94.349, mean reward:  0.353 [ 0.087,  0.428], mean action: 15.547 [0.000, 31.000],  loss: 55.314342, mae: 132.211121, mean_q: 143.602722
 184922/378151: episode: 810, duration: 0.971s, episode steps:  81, steps per second:  83, episode reward: 15.364, mean reward:  0.190 [-0.005,  0.303], mean action: 14.778 [0.000, 31.000],  loss: 52.508270, mae: 132.719498, mean_q: 144.159409
 185189/378151: episode: 811, duration: 2.959s, episode steps: 267, steps per second:  90, episode reward: 92.848, mean reward:  0.348 [-0.005,  0.441], mean action: 13.918 [0.000, 31.000],  loss: 51.624870, mae: 132.625504, mean_q: 144.025513
 185456/378151: episode: 812, duration: 3.069s, episode steps: 267, steps per second:  87, episode reward: 119.308, mean reward:  0.447 [ 0.137,  0.479], mean action: 15.461 [1.000, 31.000],  loss: 41.157024, mae: 132.504532, mean_q: 143.893661
 185657/378151: episode: 813, duration: 2.280s, episode steps: 201, steps per second:  88, episode reward: 68.229, mean reward:  0.339 [ 0.112,  0.475], mean action: 14.443 [0.000, 31.000],  loss: 55.177734, mae: 132.777985, mean_q: 144.399567
 185924/378151: episode: 814, duration: 3.095s, episode steps: 267, steps per second:  86, episode reward: 161.648, mean reward:  0.605 [ 0.087,  0.646], mean action: 9.247 [0.000, 29.000],  loss: 61.081665, mae: 132.290146, mean_q: 143.892227
 186191/378151: episode: 815, duration: 3.020s, episode steps: 267, steps per second:  88, episode reward: 88.864, mean reward:  0.333 [-0.005,  0.436], mean action: 15.610 [0.000, 31.000],  loss: 45.010128, mae: 132.567001, mean_q: 144.074539
 186458/378151: episode: 816, duration: 3.069s, episode steps: 267, steps per second:  87, episode reward: 107.849, mean reward:  0.404 [ 0.137,  0.445], mean action: 13.509 [0.000, 31.000],  loss: 39.081993, mae: 132.678802, mean_q: 143.910767
 186725/378151: episode: 817, duration: 3.021s, episode steps: 267, steps per second:  88, episode reward: 107.625, mean reward:  0.403 [ 0.137,  0.449], mean action: 10.517 [0.000, 31.000],  loss: 58.311481, mae: 132.561707, mean_q: 143.983002
 186992/378151: episode: 818, duration: 3.062s, episode steps: 267, steps per second:  87, episode reward: 118.919, mean reward:  0.445 [ 0.087,  0.469], mean action: 17.371 [1.000, 31.000],  loss: 37.364628, mae: 133.202774, mean_q: 144.436447
 187259/378151: episode: 819, duration: 3.014s, episode steps: 267, steps per second:  89, episode reward: 94.026, mean reward:  0.352 [-0.005,  0.479], mean action: 13.854 [0.000, 31.000],  loss: 48.175014, mae: 133.236008, mean_q: 144.723114
 187441/378151: episode: 820, duration: 2.101s, episode steps: 182, steps per second:  87, episode reward: 39.932, mean reward:  0.219 [-0.005,  0.304], mean action: 14.236 [1.000, 31.000],  loss: 31.701139, mae: 133.162781, mean_q: 144.347702
 187708/378151: episode: 821, duration: 3.025s, episode steps: 267, steps per second:  88, episode reward: 103.353, mean reward:  0.387 [ 0.087,  0.481], mean action: 15.640 [0.000, 31.000],  loss: 43.064693, mae: 133.310699, mean_q: 144.733292
 187975/378151: episode: 822, duration: 3.054s, episode steps: 267, steps per second:  87, episode reward: 101.747, mean reward:  0.381 [-0.005,  0.459], mean action: 14.835 [0.000, 31.000],  loss: 48.644867, mae: 133.677353, mean_q: 145.179626
 188067/378151: episode: 823, duration: 1.021s, episode steps:  92, steps per second:  90, episode reward: 36.530, mean reward:  0.397 [ 0.133,  0.470], mean action: 16.457 [0.000, 31.000],  loss: 34.275562, mae: 133.492340, mean_q: 144.740112
 188334/378151: episode: 824, duration: 3.081s, episode steps: 267, steps per second:  87, episode reward: 105.617, mean reward:  0.396 [ 0.087,  0.446], mean action: 14.648 [0.000, 31.000],  loss: 44.026043, mae: 133.378387, mean_q: 144.817978
 188601/378151: episode: 825, duration: 3.017s, episode steps: 267, steps per second:  88, episode reward: 62.331, mean reward:  0.233 [-0.005,  0.398], mean action: 14.022 [0.000, 31.000],  loss: 36.689156, mae: 133.557327, mean_q: 145.009537
 188868/378151: episode: 826, duration: 3.035s, episode steps: 267, steps per second:  88, episode reward: 102.832, mean reward:  0.385 [-0.005,  0.450], mean action: 13.824 [0.000, 31.000],  loss: 48.728485, mae: 133.533829, mean_q: 145.015991
 188996/378151: episode: 827, duration: 1.461s, episode steps: 128, steps per second:  88, episode reward: 33.180, mean reward:  0.259 [-0.005,  0.465], mean action: 16.312 [0.000, 31.000],  loss: 34.001923, mae: 133.729858, mean_q: 145.104614
 189263/378151: episode: 828, duration: 2.983s, episode steps: 267, steps per second:  89, episode reward: 124.323, mean reward:  0.466 [-0.005,  0.642], mean action: 16.461 [0.000, 31.000],  loss: 47.938122, mae: 133.362137, mean_q: 144.591797
 189282/378151: episode: 829, duration: 0.224s, episode steps:  19, steps per second:  85, episode reward:  4.814, mean reward:  0.253 [ 0.116,  0.339], mean action: 13.158 [0.000, 26.000],  loss: 6.402851, mae: 135.274216, mean_q: 146.420868
 189549/378151: episode: 830, duration: 3.061s, episode steps: 267, steps per second:  87, episode reward: 115.559, mean reward:  0.433 [ 0.137,  0.470], mean action: 13.749 [0.000, 31.000],  loss: 47.091351, mae: 134.326843, mean_q: 145.917343
 189816/378151: episode: 831, duration: 3.039s, episode steps: 267, steps per second:  88, episode reward: 111.824, mean reward:  0.419 [ 0.133,  0.473], mean action: 16.622 [0.000, 31.000],  loss: 45.261448, mae: 134.830383, mean_q: 146.505661
 190085/378151: episode: 832, duration: 3.023s, episode steps: 269, steps per second:  89, episode reward: 98.045, mean reward:  0.364 [ 0.116,  0.461], mean action: 13.413 [0.000, 31.000],  loss: 47.549343, mae: 134.782928, mean_q: 146.313751
 190352/378151: episode: 833, duration: 3.065s, episode steps: 267, steps per second:  87, episode reward: 102.367, mean reward:  0.383 [ 0.133,  0.433], mean action: 15.831 [1.000, 31.000],  loss: 50.946495, mae: 134.834686, mean_q: 146.427872
 190619/378151: episode: 834, duration: 2.979s, episode steps: 267, steps per second:  90, episode reward: 80.024, mean reward:  0.300 [-0.005,  0.464], mean action: 15.708 [0.000, 31.000],  loss: 50.516468, mae: 134.611511, mean_q: 146.219254
 190886/378151: episode: 835, duration: 3.071s, episode steps: 267, steps per second:  87, episode reward: 92.982, mean reward:  0.348 [-0.005,  0.487], mean action: 14.483 [0.000, 31.000],  loss: 36.961063, mae: 134.922028, mean_q: 146.608765
 191153/378151: episode: 836, duration: 3.008s, episode steps: 267, steps per second:  89, episode reward: 96.708, mean reward:  0.362 [-0.005,  0.447], mean action: 15.577 [0.000, 31.000],  loss: 44.773933, mae: 134.941101, mean_q: 146.472961
 191193/378151: episode: 837, duration: 0.520s, episode steps:  40, steps per second:  77, episode reward: 10.761, mean reward:  0.269 [-0.005,  0.470], mean action: 19.175 [1.000, 31.000],  loss: 50.694954, mae: 135.000778, mean_q: 146.545044
 191460/378151: episode: 838, duration: 3.010s, episode steps: 267, steps per second:  89, episode reward: 121.593, mean reward:  0.455 [ 0.017,  0.637], mean action: 16.348 [0.000, 31.000],  loss: 52.404671, mae: 134.958862, mean_q: 146.536743
 191727/378151: episode: 839, duration: 3.064s, episode steps: 267, steps per second:  87, episode reward: 87.868, mean reward:  0.329 [-0.005,  0.479], mean action: 15.034 [0.000, 31.000],  loss: 38.227493, mae: 135.130829, mean_q: 146.716644
 191994/378151: episode: 840, duration: 2.991s, episode steps: 267, steps per second:  89, episode reward: 127.301, mean reward:  0.477 [-0.005,  0.591], mean action: 15.157 [0.000, 31.000],  loss: 38.403454, mae: 135.869461, mean_q: 147.488678
 192261/378151: episode: 841, duration: 3.022s, episode steps: 267, steps per second:  88, episode reward: 111.732, mean reward:  0.418 [ 0.096,  0.479], mean action: 15.794 [0.000, 31.000],  loss: 39.834209, mae: 136.049133, mean_q: 147.711639
 192416/378151: episode: 842, duration: 1.788s, episode steps: 155, steps per second:  87, episode reward: 57.689, mean reward:  0.372 [-0.005,  0.475], mean action: 16.013 [0.000, 30.000],  loss: 43.640579, mae: 135.852463, mean_q: 147.364594
 192683/378151: episode: 843, duration: 2.976s, episode steps: 267, steps per second:  90, episode reward: 74.806, mean reward:  0.280 [ 0.133,  0.308], mean action: 16.903 [1.000, 30.000],  loss: 46.528889, mae: 136.088074, mean_q: 147.847824
 192949/378151: episode: 844, duration: 3.052s, episode steps: 266, steps per second:  87, episode reward: 87.024, mean reward:  0.327 [ 0.116,  0.394], mean action: 15.718 [0.000, 31.000],  loss: 49.171368, mae: 135.516754, mean_q: 147.244400
 193216/378151: episode: 845, duration: 3.050s, episode steps: 267, steps per second:  88, episode reward: 94.085, mean reward:  0.352 [ 0.133,  0.403], mean action: 9.798 [0.000, 31.000],  loss: 42.839806, mae: 135.822037, mean_q: 147.661224
 193483/378151: episode: 846, duration: 2.977s, episode steps: 267, steps per second:  90, episode reward: 99.247, mean reward:  0.372 [-0.005,  0.463], mean action: 13.195 [0.000, 31.000],  loss: 59.668575, mae: 135.549240, mean_q: 147.374039
 193753/378151: episode: 847, duration: 3.087s, episode steps: 270, steps per second:  87, episode reward: 131.247, mean reward:  0.486 [-0.005,  0.652], mean action: 15.670 [0.000, 31.000],  loss: 47.474823, mae: 135.129364, mean_q: 146.774612
 194020/378151: episode: 848, duration: 2.954s, episode steps: 267, steps per second:  90, episode reward: 151.014, mean reward:  0.566 [ 0.137,  0.647], mean action: 13.790 [0.000, 31.000],  loss: 50.431976, mae: 135.018341, mean_q: 146.853821
 194287/378151: episode: 849, duration: 3.070s, episode steps: 267, steps per second:  87, episode reward: 75.346, mean reward:  0.282 [-0.005,  0.365], mean action: 15.783 [0.000, 31.000],  loss: 48.361061, mae: 135.855988, mean_q: 147.614929
 194440/378151: episode: 850, duration: 1.738s, episode steps: 153, steps per second:  88, episode reward: 45.121, mean reward:  0.295 [-0.005,  0.381], mean action: 15.967 [0.000, 31.000],  loss: 46.559483, mae: 135.586914, mean_q: 147.415619
 194707/378151: episode: 851, duration: 3.000s, episode steps: 267, steps per second:  89, episode reward: 105.560, mean reward:  0.395 [ 0.137,  0.443], mean action: 13.978 [0.000, 31.000],  loss: 49.203682, mae: 136.050385, mean_q: 147.853760
 194753/378151: episode: 852, duration: 0.579s, episode steps:  46, steps per second:  79, episode reward: 13.655, mean reward:  0.297 [ 0.137,  0.368], mean action: 18.196 [1.000, 31.000],  loss: 17.631546, mae: 136.789398, mean_q: 148.658234
 195022/378151: episode: 853, duration: 3.039s, episode steps: 269, steps per second:  89, episode reward: 101.805, mean reward:  0.378 [ 0.137,  0.448], mean action: 13.706 [0.000, 31.000],  loss: 46.790905, mae: 136.365616, mean_q: 147.896729
 195291/378151: episode: 854, duration: 3.064s, episode steps: 269, steps per second:  88, episode reward: 146.338, mean reward:  0.544 [ 0.133,  0.636], mean action: 14.461 [0.000, 31.000],  loss: 50.192406, mae: 136.236115, mean_q: 147.946579
 195558/378151: episode: 855, duration: 3.018s, episode steps: 267, steps per second:  88, episode reward: 72.034, mean reward:  0.270 [-0.005,  0.449], mean action: 16.067 [0.000, 31.000],  loss: 50.324242, mae: 135.706940, mean_q: 147.397659
 195825/378151: episode: 856, duration: 3.076s, episode steps: 267, steps per second:  87, episode reward: 82.404, mean reward:  0.309 [-0.005,  0.475], mean action: 15.240 [0.000, 31.000],  loss: 43.486900, mae: 136.046112, mean_q: 147.631058
 196092/378151: episode: 857, duration: 3.080s, episode steps: 267, steps per second:  87, episode reward: 132.831, mean reward:  0.497 [ 0.017,  0.646], mean action: 17.502 [0.000, 31.000],  loss: 37.957932, mae: 136.127335, mean_q: 147.595642
 196359/378151: episode: 858, duration: 2.999s, episode steps: 267, steps per second:  89, episode reward: 126.932, mean reward:  0.475 [-0.005,  0.646], mean action: 15.644 [0.000, 31.000],  loss: 36.559311, mae: 136.032242, mean_q: 147.606354
 196626/378151: episode: 859, duration: 3.073s, episode steps: 267, steps per second:  87, episode reward: 72.091, mean reward:  0.270 [-0.005,  0.449], mean action: 11.637 [0.000, 31.000],  loss: 53.565300, mae: 135.501663, mean_q: 147.011932
 196765/378151: episode: 860, duration: 1.527s, episode steps: 139, steps per second:  91, episode reward: 78.556, mean reward:  0.565 [ 0.133,  0.641], mean action: 16.640 [0.000, 31.000],  loss: 39.232933, mae: 135.579666, mean_q: 147.387878
 197032/378151: episode: 861, duration: 3.061s, episode steps: 267, steps per second:  87, episode reward: 105.326, mean reward:  0.394 [-0.005,  0.483], mean action: 13.816 [0.000, 31.000],  loss: 40.283100, mae: 136.039474, mean_q: 147.573593
 197299/378151: episode: 862, duration: 3.059s, episode steps: 267, steps per second:  87, episode reward: 150.113, mean reward:  0.562 [ 0.133,  0.647], mean action: 15.876 [0.000, 31.000],  loss: 37.855038, mae: 135.892532, mean_q: 147.397385
 197566/378151: episode: 863, duration: 2.973s, episode steps: 267, steps per second:  90, episode reward: 98.021, mean reward:  0.367 [-0.005,  0.435], mean action: 15.049 [0.000, 31.000],  loss: 48.482262, mae: 135.700241, mean_q: 147.158295
 197833/378151: episode: 864, duration: 3.081s, episode steps: 267, steps per second:  87, episode reward: 59.886, mean reward:  0.224 [-0.005,  0.351], mean action: 16.195 [0.000, 31.000],  loss: 45.151318, mae: 135.306137, mean_q: 146.843018
 198100/378151: episode: 865, duration: 2.993s, episode steps: 267, steps per second:  89, episode reward: 85.695, mean reward:  0.321 [-0.005,  0.383], mean action: 18.764 [0.000, 31.000],  loss: 64.190300, mae: 134.879044, mean_q: 146.450195
 198367/378151: episode: 866, duration: 3.066s, episode steps: 267, steps per second:  87, episode reward: 104.466, mean reward:  0.391 [-0.005,  0.464], mean action: 17.637 [0.000, 31.000],  loss: 64.133003, mae: 134.751266, mean_q: 146.431915
 198634/378151: episode: 867, duration: 2.999s, episode steps: 267, steps per second:  89, episode reward: 94.839, mean reward:  0.355 [ 0.087,  0.467], mean action: 14.419 [0.000, 31.000],  loss: 46.632248, mae: 135.500488, mean_q: 147.307785
 198901/378151: episode: 868, duration: 3.085s, episode steps: 267, steps per second:  87, episode reward: 96.056, mean reward:  0.360 [-0.005,  0.478], mean action: 15.547 [0.000, 30.000],  loss: 38.859600, mae: 135.534592, mean_q: 147.003021
 199168/378151: episode: 869, duration: 3.078s, episode steps: 267, steps per second:  87, episode reward: 71.228, mean reward:  0.267 [-0.005,  0.319], mean action: 21.569 [1.000, 31.000],  loss: 49.454739, mae: 135.692703, mean_q: 147.326523
 199435/378151: episode: 870, duration: 3.004s, episode steps: 267, steps per second:  89, episode reward: 82.164, mean reward:  0.308 [ 0.087,  0.380], mean action: 17.955 [0.000, 31.000],  loss: 35.346748, mae: 135.851562, mean_q: 147.393311
 199702/378151: episode: 871, duration: 3.056s, episode steps: 267, steps per second:  87, episode reward: 89.095, mean reward:  0.334 [-0.005,  0.465], mean action: 15.599 [0.000, 31.000],  loss: 37.019970, mae: 136.366577, mean_q: 148.090149
 199969/378151: episode: 872, duration: 2.971s, episode steps: 267, steps per second:  90, episode reward: 65.621, mean reward:  0.246 [-0.005,  0.295], mean action: 16.513 [0.000, 31.000],  loss: 57.122513, mae: 136.323685, mean_q: 147.897415
 200236/378151: episode: 873, duration: 3.024s, episode steps: 267, steps per second:  88, episode reward: 113.033, mean reward:  0.423 [ 0.087,  0.478], mean action: 15.581 [0.000, 31.000],  loss: 57.717537, mae: 135.687881, mean_q: 147.413635
 200503/378151: episode: 874, duration: 3.021s, episode steps: 267, steps per second:  88, episode reward: 89.222, mean reward:  0.334 [-0.005,  0.463], mean action: 16.801 [0.000, 31.000],  loss: 44.082932, mae: 135.601166, mean_q: 147.297577
 200770/378151: episode: 875, duration: 3.063s, episode steps: 267, steps per second:  87, episode reward: 131.035, mean reward:  0.491 [ 0.087,  0.638], mean action: 15.483 [0.000, 31.000],  loss: 47.159100, mae: 135.100479, mean_q: 146.750641
 201037/378151: episode: 876, duration: 3.058s, episode steps: 267, steps per second:  87, episode reward: 91.316, mean reward:  0.342 [-0.005,  0.387], mean action: 18.007 [1.000, 31.000],  loss: 61.160713, mae: 135.310913, mean_q: 146.963974
 201304/378151: episode: 877, duration: 3.027s, episode steps: 267, steps per second:  88, episode reward: 109.002, mean reward:  0.408 [ 0.137,  0.455], mean action: 17.371 [0.000, 31.000],  loss: 63.521797, mae: 134.871979, mean_q: 146.444382
 201485/378151: episode: 878, duration: 2.047s, episode steps: 181, steps per second:  88, episode reward: 66.029, mean reward:  0.365 [-0.005,  0.464], mean action: 15.133 [0.000, 31.000],  loss: 35.191044, mae: 134.906967, mean_q: 146.341797
 201752/378151: episode: 879, duration: 3.071s, episode steps: 267, steps per second:  87, episode reward: 144.295, mean reward:  0.540 [ 0.087,  0.648], mean action: 15.996 [0.000, 31.000],  loss: 42.809349, mae: 134.613464, mean_q: 146.241867
 201908/378151: episode: 880, duration: 1.769s, episode steps: 156, steps per second:  88, episode reward: 37.597, mean reward:  0.241 [-0.005,  0.354], mean action: 17.628 [0.000, 31.000],  loss: 46.134556, mae: 134.758682, mean_q: 146.243530
 202175/378151: episode: 881, duration: 2.997s, episode steps: 267, steps per second:  89, episode reward: 111.804, mean reward:  0.419 [ 0.116,  0.643], mean action: 15.240 [0.000, 31.000],  loss: 45.263958, mae: 134.896133, mean_q: 146.545761
 202442/378151: episode: 882, duration: 3.066s, episode steps: 267, steps per second:  87, episode reward: 95.556, mean reward:  0.358 [ 0.133,  0.390], mean action: 15.517 [0.000, 31.000],  loss: 43.620884, mae: 134.991302, mean_q: 146.740143
 202630/378151: episode: 883, duration: 2.133s, episode steps: 188, steps per second:  88, episode reward: 65.516, mean reward:  0.348 [ 0.137,  0.459], mean action: 15.048 [0.000, 30.000],  loss: 46.267864, mae: 135.825134, mean_q: 147.467041
 202897/378151: episode: 884, duration: 2.955s, episode steps: 267, steps per second:  90, episode reward: 100.005, mean reward:  0.375 [ 0.087,  0.453], mean action: 12.734 [0.000, 31.000],  loss: 44.862751, mae: 135.303406, mean_q: 147.111588
 203166/378151: episode: 885, duration: 3.101s, episode steps: 269, steps per second:  87, episode reward: 89.841, mean reward:  0.334 [-0.005,  0.519], mean action: 14.870 [0.000, 31.000],  loss: 38.653740, mae: 135.432098, mean_q: 147.220444
 203433/378151: episode: 886, duration: 3.060s, episode steps: 267, steps per second:  87, episode reward: 108.399, mean reward:  0.406 [-0.005,  0.479], mean action: 17.026 [1.000, 31.000],  loss: 37.222546, mae: 135.979904, mean_q: 147.813583
 203700/378151: episode: 887, duration: 3.040s, episode steps: 267, steps per second:  88, episode reward: 123.222, mean reward:  0.462 [-0.005,  0.641], mean action: 16.082 [0.000, 31.000],  loss: 61.813274, mae: 135.806610, mean_q: 147.637146
 203967/378151: episode: 888, duration: 3.076s, episode steps: 267, steps per second:  87, episode reward: 88.841, mean reward:  0.333 [ 0.087,  0.467], mean action: 13.996 [0.000, 31.000],  loss: 44.674362, mae: 136.430481, mean_q: 148.222290
 204234/378151: episode: 889, duration: 2.986s, episode steps: 267, steps per second:  89, episode reward: 104.048, mean reward:  0.390 [-0.005,  0.472], mean action: 15.461 [0.000, 31.000],  loss: 55.804771, mae: 135.733109, mean_q: 147.564728
 204501/378151: episode: 890, duration: 3.069s, episode steps: 267, steps per second:  87, episode reward: 134.632, mean reward:  0.504 [ 0.072,  0.642], mean action: 16.678 [0.000, 31.000],  loss: 54.137383, mae: 136.309891, mean_q: 148.184814
 204560/378151: episode: 891, duration: 0.641s, episode steps:  59, steps per second:  92, episode reward: 20.028, mean reward:  0.339 [ 0.087,  0.384], mean action: 15.576 [0.000, 30.000],  loss: 30.857151, mae: 136.161316, mean_q: 148.054459
 204827/378151: episode: 892, duration: 3.079s, episode steps: 267, steps per second:  87, episode reward: 71.359, mean reward:  0.267 [ 0.087,  0.438], mean action: 16.086 [0.000, 31.000],  loss: 42.844139, mae: 135.509338, mean_q: 147.052048
 205010/378151: episode: 893, duration: 2.067s, episode steps: 183, steps per second:  89, episode reward: 94.447, mean reward:  0.516 [-0.005,  0.646], mean action: 17.508 [0.000, 31.000],  loss: 38.589485, mae: 136.232971, mean_q: 147.867996
 205277/378151: episode: 894, duration: 2.992s, episode steps: 267, steps per second:  89, episode reward: 100.588, mean reward:  0.377 [-0.005,  0.481], mean action: 16.382 [0.000, 31.000],  loss: 59.750904, mae: 135.822006, mean_q: 147.397018
 205544/378151: episode: 895, duration: 3.035s, episode steps: 267, steps per second:  88, episode reward: 63.893, mean reward:  0.239 [-0.005,  0.404], mean action: 15.689 [0.000, 31.000],  loss: 55.839798, mae: 135.601822, mean_q: 147.277878
 205814/378151: episode: 896, duration: 3.106s, episode steps: 270, steps per second:  87, episode reward: 100.027, mean reward:  0.370 [ 0.017,  0.403], mean action: 9.748 [0.000, 30.000],  loss: 44.054844, mae: 135.166779, mean_q: 146.910873
 206081/378151: episode: 897, duration: 3.019s, episode steps: 267, steps per second:  88, episode reward: 107.588, mean reward:  0.403 [ 0.116,  0.449], mean action: 15.487 [0.000, 31.000],  loss: 38.541897, mae: 135.885010, mean_q: 147.515717
 206348/378151: episode: 898, duration: 3.040s, episode steps: 267, steps per second:  88, episode reward: 60.537, mean reward:  0.227 [-0.005,  0.426], mean action: 15.614 [0.000, 31.000],  loss: 50.218266, mae: 135.916016, mean_q: 147.393463
 206615/378151: episode: 899, duration: 2.995s, episode steps: 267, steps per second:  89, episode reward: 109.537, mean reward:  0.410 [-0.005,  0.484], mean action: 15.543 [0.000, 31.000],  loss: 45.065853, mae: 135.660843, mean_q: 147.390121
 206882/378151: episode: 900, duration: 3.027s, episode steps: 267, steps per second:  88, episode reward: 104.360, mean reward:  0.391 [ 0.116,  0.433], mean action: 14.790 [0.000, 31.000],  loss: 39.569477, mae: 136.211884, mean_q: 147.977036
 207151/378151: episode: 901, duration: 3.034s, episode steps: 269, steps per second:  89, episode reward: 108.314, mean reward:  0.403 [-0.005,  0.457], mean action: 16.160 [0.000, 31.000],  loss: 37.858067, mae: 136.688080, mean_q: 148.442596
 207200/378151: episode: 902, duration: 0.615s, episode steps:  49, steps per second:  80, episode reward: 10.112, mean reward:  0.206 [ 0.080,  0.306], mean action: 17.571 [0.000, 31.000],  loss: 41.300568, mae: 137.323166, mean_q: 149.305038
 207467/378151: episode: 903, duration: 3.021s, episode steps: 267, steps per second:  88, episode reward: 84.465, mean reward:  0.316 [-0.005,  0.432], mean action: 16.202 [0.000, 31.000],  loss: 40.524014, mae: 137.805862, mean_q: 149.512238
 207734/378151: episode: 904, duration: 3.045s, episode steps: 267, steps per second:  88, episode reward: 103.589, mean reward:  0.388 [ 0.017,  0.432], mean action: 16.521 [0.000, 31.000],  loss: 54.090302, mae: 137.476608, mean_q: 149.357529
 208001/378151: episode: 905, duration: 2.988s, episode steps: 267, steps per second:  89, episode reward: 115.328, mean reward:  0.432 [ 0.137,  0.475], mean action: 17.416 [0.000, 31.000],  loss: 46.560429, mae: 138.009415, mean_q: 149.861435
 208270/378151: episode: 906, duration: 3.069s, episode steps: 269, steps per second:  88, episode reward: 93.703, mean reward:  0.348 [ 0.087,  0.378], mean action: 14.487 [0.000, 31.000],  loss: 46.215103, mae: 137.816238, mean_q: 149.641327
