Training for 100000 steps ...
     7/100000: episode: 1, duration: 0.064s, episode steps:   7, steps per second: 109, episode reward:  0.056, mean reward:  0.008 [ 0.002,  0.014], mean action: 16.143 [2.000, 30.000],  loss: --, mae: --, mean_q: --
 45332/100000: episode: 234, duration: 2.479s, episode steps: 267, steps per second: 108, episode reward:  0.122, mean reward:  0.000 [ 0.000,  0.009], mean action: 16.112 [0.000, 31.000],  loss: 52.624474, mae: 145.188339, mean_q: 155.570374
 45599/100000: episode: 235, duration: 2.489s, episode steps: 267, steps per second: 107, episode reward:  0.144, mean reward:  0.001 [ 0.000,  0.013], mean action: 16.221 [0.000, 31.000],  loss: 50.531075, mae: 145.204819, mean_q: 155.879654
 45866/100000: episode: 236, duration: 2.456s, episode steps: 267, steps per second: 109, episode reward:  0.342, mean reward:  0.001 [ 0.000,  0.011], mean action: 16.318 [0.000, 31.000],  loss: 60.200836, mae: 146.159485, mean_q: 156.800766
 46133/100000: episode: 237, duration: 2.537s, episode steps: 267, steps per second: 105, episode reward:  0.339, mean reward:  0.001 [ 0.000,  0.009], mean action: 17.135 [0.000, 31.000],  loss: 67.114693, mae: 146.444641, mean_q: 157.169693
 46400/100000: episode: 238, duration: 2.513s, episode steps: 267, steps per second: 106, episode reward:  0.299, mean reward:  0.001 [ 0.000,  0.009], mean action: 16.554 [0.000, 31.000],  loss: 54.603489, mae: 147.044388, mean_q: 157.827713
 46667/100000: episode: 239, duration: 2.467s, episode steps: 267, steps per second: 108, episode reward:  0.334, mean reward:  0.001 [ 0.000,  0.013], mean action: 14.509 [0.000, 31.000],  loss: 45.776642, mae: 148.354141, mean_q: 159.039429
 46934/100000: episode: 240, duration: 2.534s, episode steps: 267, steps per second: 105, episode reward:  0.068, mean reward:  0.000 [ 0.000,  0.010], mean action: 16.659 [0.000, 30.000],  loss: 62.469437, mae: 148.065094, mean_q: 158.751923
 47201/100000: episode: 241, duration: 2.471s, episode steps: 267, steps per second: 108, episode reward:  0.165, mean reward:  0.001 [ 0.000,  0.012], mean action: 15.584 [0.000, 31.000],  loss: 59.113087, mae: 148.903183, mean_q: 159.740021
 47353/100000: episode: 242, duration: 1.413s, episode steps: 152, steps per second: 108, episode reward:  0.122, mean reward:  0.001 [-0.001,  0.011], mean action: 15.697 [0.000, 31.000],  loss: 44.863873, mae: 149.946228, mean_q: 160.868286
 47622/100000: episode: 243, duration: 2.535s, episode steps: 269, steps per second: 106, episode reward:  0.124, mean reward:  0.000 [ 0.000,  0.009], mean action: 14.643 [0.000, 31.000],  loss: 64.163048, mae: 149.822723, mean_q: 160.484604
 47828/100000: episode: 244, duration: 1.901s, episode steps: 206, steps per second: 108, episode reward:  0.097, mean reward:  0.000 [-0.001,  0.009], mean action: 16.816 [0.000, 31.000],  loss: 66.130577, mae: 149.510315, mean_q: 160.220078
 48097/100000: episode: 245, duration: 2.496s, episode steps: 269, steps per second: 108, episode reward:  0.347, mean reward:  0.001 [ 0.000,  0.013], mean action: 16.082 [0.000, 31.000],  loss: 55.524311, mae: 149.566833, mean_q: 160.276306
 48224/100000: episode: 246, duration: 1.199s, episode steps: 127, steps per second: 106, episode reward:  0.123, mean reward:  0.001 [-0.001,  0.008], mean action: 14.961 [0.000, 30.000],  loss: 75.980858, mae: 150.335480, mean_q: 161.104187
 48491/100000: episode: 247, duration: 2.570s, episode steps: 267, steps per second: 104, episode reward:  0.152, mean reward:  0.001 [ 0.000,  0.010], mean action: 14.790 [0.000, 31.000],  loss: 51.726826, mae: 149.473907, mean_q: 160.171967
 48758/100000: episode: 248, duration: 2.477s, episode steps: 267, steps per second: 108, episode reward:  0.138, mean reward:  0.001 [ 0.000,  0.009], mean action: 15.240 [0.000, 31.000],  loss: 61.486233, mae: 149.301315, mean_q: 160.146454
 48961/100000: episode: 249, duration: 1.961s, episode steps: 203, steps per second: 104, episode reward:  0.331, mean reward:  0.002 [-0.001,  0.012], mean action: 15.389 [0.000, 31.000],  loss: 67.214027, mae: 150.229645, mean_q: 161.373978
 49228/100000: episode: 250, duration: 2.462s, episode steps: 267, steps per second: 108, episode reward:  0.068, mean reward:  0.000 [ 0.000,  0.006], mean action: 19.423 [0.000, 31.000],  loss: 72.895691, mae: 150.400558, mean_q: 161.585556
 49495/100000: episode: 251, duration: 2.534s, episode steps: 267, steps per second: 105, episode reward:  0.103, mean reward:  0.000 [ 0.000,  0.011], mean action: 17.243 [0.000, 31.000],  loss: 72.015648, mae: 151.222565, mean_q: 162.517502
 49723/100000: episode: 252, duration: 2.113s, episode steps: 228, steps per second: 108, episode reward:  0.342, mean reward:  0.002 [-0.001,  0.015], mean action: 13.728 [0.000, 31.000],  loss: 68.538925, mae: 151.975296, mean_q: 163.294754
 49990/100000: episode: 253, duration: 2.513s, episode steps: 267, steps per second: 106, episode reward:  0.340, mean reward:  0.001 [ 0.000,  0.014], mean action: 14.524 [0.000, 31.000],  loss: 53.756992, mae: 152.139328, mean_q: 163.334213
 50257/100000: episode: 254, duration: 2.487s, episode steps: 267, steps per second: 107, episode reward:  0.293, mean reward:  0.001 [ 0.000,  0.013], mean action: 15.730 [0.000, 31.000],  loss: 54.413605, mae: 153.119690, mean_q: 164.329117
 50524/100000: episode: 255, duration: 2.523s, episode steps: 267, steps per second: 106, episode reward:  0.052, mean reward:  0.000 [ 0.000,  0.006], mean action: 13.861 [0.000, 31.000],  loss: 57.347034, mae: 153.205032, mean_q: 164.306671
 50791/100000: episode: 256, duration: 2.475s, episode steps: 267, steps per second: 108, episode reward:  0.084, mean reward:  0.000 [ 0.000,  0.008], mean action: 8.225 [2.000, 31.000],  loss: 62.833611, mae: 153.357468, mean_q: 164.518814
 51060/100000: episode: 257, duration: 2.544s, episode steps: 269, steps per second: 106, episode reward:  0.168, mean reward:  0.001 [ 0.000,  0.011], mean action: 13.461 [0.000, 31.000],  loss: 54.500843, mae: 153.756271, mean_q: 164.992279
 51327/100000: episode: 258, duration: 2.470s, episode steps: 267, steps per second: 108, episode reward:  0.347, mean reward:  0.001 [ 0.000,  0.014], mean action: 10.315 [0.000, 31.000],  loss: 60.428696, mae: 154.494293, mean_q: 165.924362
 51594/100000: episode: 259, duration: 2.539s, episode steps: 267, steps per second: 105, episode reward:  0.331, mean reward:  0.001 [ 0.000,  0.013], mean action: 15.094 [0.000, 31.000],  loss: 74.301994, mae: 154.547699, mean_q: 165.936829
 51861/100000: episode: 260, duration: 2.499s, episode steps: 267, steps per second: 107, episode reward:  0.157, mean reward:  0.001 [ 0.000,  0.014], mean action: 14.592 [0.000, 31.000],  loss: 72.704292, mae: 154.752960, mean_q: 166.003342
 51884/100000: episode: 261, duration: 0.219s, episode steps:  23, steps per second: 105, episode reward:  0.155, mean reward:  0.007 [-0.001,  0.011], mean action: 17.652 [1.000, 31.000],  loss: 42.753605, mae: 154.730728, mean_q: 166.940338
 51964/100000: episode: 262, duration: 0.729s, episode steps:  80, steps per second: 110, episode reward:  0.057, mean reward:  0.001 [-0.001,  0.009], mean action: 14.225 [1.000, 30.000],  loss: 57.578838, mae: 154.601776, mean_q: 165.908569
 52231/100000: episode: 263, duration: 2.550s, episode steps: 267, steps per second: 105, episode reward:  0.163, mean reward:  0.001 [ 0.000,  0.009], mean action: 14.963 [0.000, 31.000],  loss: 59.319485, mae: 155.604935, mean_q: 166.808731
 52498/100000: episode: 264, duration: 2.502s, episode steps: 267, steps per second: 107, episode reward:  0.341, mean reward:  0.001 [ 0.000,  0.012], mean action: 13.577 [0.000, 31.000],  loss: 71.991524, mae: 155.510178, mean_q: 167.159988
 52765/100000: episode: 265, duration: 2.551s, episode steps: 267, steps per second: 105, episode reward:  0.341, mean reward:  0.001 [ 0.000,  0.015], mean action: 16.277 [0.000, 31.000],  loss: 60.447689, mae: 155.781174, mean_q: 167.209351
 53032/100000: episode: 266, duration: 2.498s, episode steps: 267, steps per second: 107, episode reward:  0.328, mean reward:  0.001 [ 0.000,  0.013], mean action: 15.007 [0.000, 31.000],  loss: 53.798462, mae: 156.995178, mean_q: 168.647964
 53299/100000: episode: 267, duration: 2.559s, episode steps: 267, steps per second: 104, episode reward:  0.344, mean reward:  0.001 [ 0.000,  0.009], mean action: 17.064 [0.000, 31.000],  loss: 54.108570, mae: 157.675690, mean_q: 169.193436
 53566/100000: episode: 268, duration: 2.486s, episode steps: 267, steps per second: 107, episode reward:  0.340, mean reward:  0.001 [ 0.000,  0.010], mean action: 15.963 [0.000, 31.000],  loss: 64.414680, mae: 157.362213, mean_q: 168.769577
 53833/100000: episode: 269, duration: 2.558s, episode steps: 267, steps per second: 104, episode reward:  0.346, mean reward:  0.001 [ 0.000,  0.014], mean action: 14.449 [0.000, 31.000],  loss: 49.828800, mae: 158.317520, mean_q: 169.644058
 54100/100000: episode: 270, duration: 2.549s, episode steps: 267, steps per second: 105, episode reward:  0.345, mean reward:  0.001 [ 0.000,  0.014], mean action: 15.644 [0.000, 31.000],  loss: 80.809258, mae: 157.687683, mean_q: 169.297806
 54179/100000: episode: 271, duration: 0.741s, episode steps:  79, steps per second: 107, episode reward:  0.111, mean reward:  0.001 [-0.001,  0.009], mean action: 16.848 [0.000, 31.000],  loss: 77.175087, mae: 157.364624, mean_q: 168.895325
 54348/100000: episode: 272, duration: 1.610s, episode steps: 169, steps per second: 105, episode reward:  0.164, mean reward:  0.001 [-0.001,  0.009], mean action: 15.651 [1.000, 31.000],  loss: 76.499306, mae: 157.651123, mean_q: 169.244949
 54615/100000: episode: 273, duration: 2.566s, episode steps: 267, steps per second: 104, episode reward:  0.335, mean reward:  0.001 [ 0.000,  0.012], mean action: 15.146 [1.000, 31.000],  loss: 72.723595, mae: 158.101089, mean_q: 169.804077
 54882/100000: episode: 274, duration: 2.519s, episode steps: 267, steps per second: 106, episode reward:  0.133, mean reward:  0.000 [ 0.000,  0.012], mean action: 16.195 [0.000, 31.000],  loss: 64.676071, mae: 158.647552, mean_q: 170.347580
 55119/100000: episode: 275, duration: 2.277s, episode steps: 237, steps per second: 104, episode reward:  0.126, mean reward:  0.001 [-0.001,  0.013], mean action: 14.996 [0.000, 31.000],  loss: 54.955185, mae: 159.570160, mean_q: 171.047409
 55318/100000: episode: 276, duration: 1.888s, episode steps: 199, steps per second: 105, episode reward:  0.062, mean reward:  0.000 [-0.001,  0.011], mean action: 16.216 [0.000, 31.000],  loss: 53.531338, mae: 159.303055, mean_q: 170.845825
 55585/100000: episode: 277, duration: 2.529s, episode steps: 267, steps per second: 106, episode reward:  0.339, mean reward:  0.001 [ 0.000,  0.014], mean action: 15.592 [0.000, 31.000],  loss: 83.300079, mae: 159.442429, mean_q: 171.135834
 55852/100000: episode: 278, duration: 2.546s, episode steps: 267, steps per second: 105, episode reward:  0.088, mean reward:  0.000 [ 0.000,  0.009], mean action: 23.086 [3.000, 31.000],  loss: 55.943951, mae: 159.781448, mean_q: 171.413361
 56119/100000: episode: 279, duration: 2.592s, episode steps: 267, steps per second: 103, episode reward:  0.120, mean reward:  0.000 [ 0.000,  0.011], mean action: 16.554 [0.000, 31.000],  loss: 76.767143, mae: 159.518845, mean_q: 171.583176
 56386/100000: episode: 280, duration: 2.498s, episode steps: 267, steps per second: 107, episode reward:  0.119, mean reward:  0.000 [ 0.000,  0.013], mean action: 13.899 [0.000, 31.000],  loss: 59.745934, mae: 161.015182, mean_q: 172.695190
 56655/100000: episode: 281, duration: 2.562s, episode steps: 269, steps per second: 105, episode reward:  0.331, mean reward:  0.001 [ 0.000,  0.011], mean action: 14.569 [0.000, 31.000],  loss: 73.063591, mae: 161.356232, mean_q: 173.213531
 56922/100000: episode: 282, duration: 2.516s, episode steps: 267, steps per second: 106, episode reward:  0.138, mean reward:  0.001 [ 0.000,  0.011], mean action: 16.041 [0.000, 31.000],  loss: 60.455647, mae: 162.085083, mean_q: 173.790009
 57189/100000: episode: 283, duration: 2.569s, episode steps: 267, steps per second: 104, episode reward:  0.150, mean reward:  0.001 [ 0.000,  0.009], mean action: 15.963 [0.000, 31.000],  loss: 69.155220, mae: 161.403275, mean_q: 173.267136
 57456/100000: episode: 284, duration: 2.512s, episode steps: 267, steps per second: 106, episode reward:  0.107, mean reward:  0.000 [ 0.000,  0.011], mean action: 13.213 [0.000, 31.000],  loss: 57.835804, mae: 163.148087, mean_q: 175.231003
 57723/100000: episode: 285, duration: 2.570s, episode steps: 267, steps per second: 104, episode reward:  0.346, mean reward:  0.001 [ 0.000,  0.016], mean action: 16.045 [0.000, 31.000],  loss: 58.624004, mae: 163.159042, mean_q: 175.061615
 57990/100000: episode: 286, duration: 2.581s, episode steps: 267, steps per second: 103, episode reward:  0.150, mean reward:  0.001 [ 0.000,  0.011], mean action: 17.247 [0.000, 31.000],  loss: 50.563511, mae: 163.975662, mean_q: 175.849396
 58257/100000: episode: 287, duration: 2.505s, episode steps: 267, steps per second: 107, episode reward:  0.342, mean reward:  0.001 [ 0.000,  0.013], mean action: 15.255 [0.000, 31.000],  loss: 55.966827, mae: 164.086929, mean_q: 176.092255
 58524/100000: episode: 288, duration: 2.537s, episode steps: 267, steps per second: 105, episode reward:  0.052, mean reward:  0.000 [ 0.000,  0.009], mean action: 16.352 [0.000, 26.000],  loss: 63.686550, mae: 164.100388, mean_q: 175.986450
 58664/100000: episode: 289, duration: 1.363s, episode steps: 140, steps per second: 103, episode reward:  0.165, mean reward:  0.001 [-0.001,  0.011], mean action: 15.536 [0.000, 30.000],  loss: 84.883698, mae: 164.034317, mean_q: 176.148788
 58931/100000: episode: 290, duration: 2.537s, episode steps: 267, steps per second: 105, episode reward:  0.329, mean reward:  0.001 [ 0.000,  0.013], mean action: 15.805 [0.000, 31.000],  loss: 57.782524, mae: 164.603851, mean_q: 176.613678
 58945/100000: episode: 291, duration: 0.142s, episode steps:  14, steps per second:  99, episode reward:  0.049, mean reward:  0.004 [-0.001,  0.010], mean action: 16.571 [0.000, 27.000],  loss: 71.530106, mae: 163.284927, mean_q: 175.156326
 59180/100000: episode: 292, duration: 2.411s, episode steps: 235, steps per second:  97, episode reward:  0.161, mean reward:  0.001 [-0.001,  0.012], mean action: 11.196 [0.000, 31.000],  loss: 60.816647, mae: 165.401413, mean_q: 177.424606
 59447/100000: episode: 293, duration: 2.529s, episode steps: 267, steps per second: 106, episode reward:  0.134, mean reward:  0.001 [ 0.000,  0.011], mean action: 16.704 [0.000, 31.000],  loss: 65.320564, mae: 165.161179, mean_q: 177.111343
 59714/100000: episode: 294, duration: 2.558s, episode steps: 267, steps per second: 104, episode reward:  0.133, mean reward:  0.000 [ 0.000,  0.011], mean action: 18.599 [0.000, 31.000],  loss: 71.892334, mae: 164.786072, mean_q: 177.119492
 59981/100000: episode: 295, duration: 2.530s, episode steps: 267, steps per second: 106, episode reward:  0.165, mean reward:  0.001 [ 0.000,  0.013], mean action: 16.850 [0.000, 31.000],  loss: 72.919563, mae: 165.209503, mean_q: 177.387405
 60248/100000: episode: 296, duration: 2.573s, episode steps: 267, steps per second: 104, episode reward:  0.289, mean reward:  0.001 [ 0.000,  0.011], mean action: 17.371 [0.000, 31.000],  loss: 88.478485, mae: 165.456390, mean_q: 177.549622
 60515/100000: episode: 297, duration: 2.511s, episode steps: 267, steps per second: 106, episode reward:  0.098, mean reward:  0.000 [ 0.000,  0.012], mean action: 16.266 [0.000, 31.000],  loss: 71.321396, mae: 165.104782, mean_q: 177.159058
 60782/100000: episode: 298, duration: 2.567s, episode steps: 267, steps per second: 104, episode reward:  0.047, mean reward:  0.000 [ 0.000,  0.009], mean action: 18.989 [1.000, 31.000],  loss: 83.909653, mae: 164.800262, mean_q: 177.047043
 60915/100000: episode: 299, duration: 1.304s, episode steps: 133, steps per second: 102, episode reward:  0.162, mean reward:  0.001 [-0.001,  0.013], mean action: 14.812 [0.000, 31.000],  loss: 75.175102, mae: 164.250336, mean_q: 176.322189
 61182/100000: episode: 300, duration: 2.544s, episode steps: 267, steps per second: 105, episode reward:  0.162, mean reward:  0.001 [ 0.000,  0.013], mean action: 15.176 [0.000, 31.000],  loss: 66.918205, mae: 164.355225, mean_q: 176.476593
 61449/100000: episode: 301, duration: 2.573s, episode steps: 267, steps per second: 104, episode reward:  0.121, mean reward:  0.000 [ 0.000,  0.010], mean action: 17.876 [0.000, 31.000],  loss: 64.209869, mae: 164.835358, mean_q: 177.047409
 61716/100000: episode: 302, duration: 2.567s, episode steps: 267, steps per second: 104, episode reward:  0.136, mean reward:  0.001 [ 0.000,  0.009], mean action: 16.768 [0.000, 31.000],  loss: 57.860508, mae: 165.158813, mean_q: 177.102295
 61983/100000: episode: 303, duration: 2.528s, episode steps: 267, steps per second: 106, episode reward:  0.341, mean reward:  0.001 [ 0.000,  0.011], mean action: 16.936 [0.000, 31.000],  loss: 68.705276, mae: 165.472733, mean_q: 177.571457
 62250/100000: episode: 304, duration: 2.568s, episode steps: 267, steps per second: 104, episode reward:  0.310, mean reward:  0.001 [ 0.000,  0.012], mean action: 17.502 [1.000, 31.000],  loss: 65.765465, mae: 165.052002, mean_q: 177.142914
 62517/100000: episode: 305, duration: 2.553s, episode steps: 267, steps per second: 105, episode reward:  0.068, mean reward:  0.000 [ 0.000,  0.011], mean action: 17.622 [1.000, 31.000],  loss: 69.071701, mae: 166.111221, mean_q: 178.283798
 62784/100000: episode: 306, duration: 2.576s, episode steps: 267, steps per second: 104, episode reward:  0.343, mean reward:  0.001 [ 0.000,  0.013], mean action: 15.629 [0.000, 31.000],  loss: 51.799797, mae: 166.361740, mean_q: 178.572861
 63051/100000: episode: 307, duration: 2.538s, episode steps: 267, steps per second: 105, episode reward:  0.347, mean reward:  0.001 [ 0.000,  0.011], mean action: 13.891 [0.000, 31.000],  loss: 66.900848, mae: 165.811005, mean_q: 178.009842
 63126/100000: episode: 308, duration: 0.769s, episode steps:  75, steps per second:  97, episode reward:  0.152, mean reward:  0.002 [-0.001,  0.009], mean action: 17.213 [0.000, 31.000],  loss: 88.179199, mae: 165.861435, mean_q: 177.961990
 63393/100000: episode: 309, duration: 2.530s, episode steps: 267, steps per second: 106, episode reward:  0.080, mean reward:  0.000 [ 0.000,  0.012], mean action: 7.401 [0.000, 30.000],  loss: 66.376099, mae: 166.402771, mean_q: 178.647400
 63593/100000: episode: 310, duration: 1.957s, episode steps: 200, steps per second: 102, episode reward:  0.068, mean reward:  0.000 [ 0.000,  0.007], mean action: 13.015 [0.000, 31.000],  loss: 73.263153, mae: 166.368652, mean_q: 178.531021
 63860/100000: episode: 311, duration: 2.544s, episode steps: 267, steps per second: 105, episode reward:  0.137, mean reward:  0.001 [ 0.000,  0.010], mean action: 15.135 [0.000, 31.000],  loss: 62.129448, mae: 166.105759, mean_q: 178.361069
 64127/100000: episode: 312, duration: 2.637s, episode steps: 267, steps per second: 101, episode reward:  0.151, mean reward:  0.001 [ 0.000,  0.012], mean action: 13.805 [0.000, 31.000],  loss: 58.933090, mae: 166.938095, mean_q: 179.139709
 64394/100000: episode: 313, duration: 2.558s, episode steps: 267, steps per second: 104, episode reward:  0.329, mean reward:  0.001 [ 0.000,  0.011], mean action: 15.798 [0.000, 31.000],  loss: 83.451599, mae: 167.369431, mean_q: 179.804031
 64661/100000: episode: 314, duration: 2.600s, episode steps: 267, steps per second: 103, episode reward:  0.166, mean reward:  0.001 [ 0.000,  0.011], mean action: 16.315 [0.000, 31.000],  loss: 63.115211, mae: 168.250641, mean_q: 180.571182
 64928/100000: episode: 315, duration: 2.550s, episode steps: 267, steps per second: 105, episode reward:  0.343, mean reward:  0.001 [ 0.000,  0.012], mean action: 15.202 [0.000, 31.000],  loss: 92.180870, mae: 169.007217, mean_q: 181.596176
 65100/100000: episode: 316, duration: 1.664s, episode steps: 172, steps per second: 103, episode reward:  0.158, mean reward:  0.001 [-0.001,  0.012], mean action: 16.017 [0.000, 31.000],  loss: 80.200188, mae: 169.471680, mean_q: 181.798691
 65367/100000: episode: 317, duration: 2.592s, episode steps: 267, steps per second: 103, episode reward:  0.160, mean reward:  0.001 [ 0.000,  0.010], mean action: 15.521 [0.000, 31.000],  loss: 71.371574, mae: 168.993469, mean_q: 181.442856
 65634/100000: episode: 318, duration: 2.587s, episode steps: 267, steps per second: 103, episode reward:  0.163, mean reward:  0.001 [ 0.000,  0.010], mean action: 14.247 [0.000, 31.000],  loss: 76.005646, mae: 169.062881, mean_q: 181.412003
 65901/100000: episode: 319, duration: 2.554s, episode steps: 267, steps per second: 105, episode reward:  0.103, mean reward:  0.000 [ 0.000,  0.008], mean action: 15.315 [0.000, 31.000],  loss: 79.994705, mae: 169.336792, mean_q: 181.725388
 65937/100000: episode: 320, duration: 0.343s, episode steps:  36, steps per second: 105, episode reward:  0.085, mean reward:  0.002 [-0.001,  0.014], mean action: 14.750 [2.000, 31.000],  loss: 93.591133, mae: 168.518066, mean_q: 180.944901
 66204/100000: episode: 321, duration: 2.610s, episode steps: 267, steps per second: 102, episode reward:  0.164, mean reward:  0.001 [ 0.000,  0.010], mean action: 14.633 [0.000, 31.000],  loss: 48.835468, mae: 169.559479, mean_q: 181.871719
 66353/100000: episode: 322, duration: 1.464s, episode steps: 149, steps per second: 102, episode reward:  0.163, mean reward:  0.001 [-0.001,  0.012], mean action: 15.617 [0.000, 31.000],  loss: 60.321445, mae: 169.962357, mean_q: 182.665588
 66620/100000: episode: 323, duration: 2.537s, episode steps: 267, steps per second: 105, episode reward:  0.345, mean reward:  0.001 [ 0.000,  0.015], mean action: 16.184 [0.000, 31.000],  loss: 82.807777, mae: 169.808411, mean_q: 182.611710
 66887/100000: episode: 324, duration: 2.607s, episode steps: 267, steps per second: 102, episode reward:  0.160, mean reward:  0.001 [ 0.000,  0.014], mean action: 11.790 [0.000, 31.000],  loss: 52.407173, mae: 170.604019, mean_q: 183.080475
 67156/100000: episode: 325, duration: 2.580s, episode steps: 269, steps per second: 104, episode reward:  0.339, mean reward:  0.001 [ 0.000,  0.013], mean action: 15.056 [0.000, 31.000],  loss: 80.525291, mae: 170.074677, mean_q: 182.715897
 67423/100000: episode: 326, duration: 2.613s, episode steps: 267, steps per second: 102, episode reward:  0.141, mean reward:  0.001 [ 0.000,  0.011], mean action: 17.869 [0.000, 31.000],  loss: 97.107895, mae: 170.359299, mean_q: 182.912537
 67541/100000: episode: 327, duration: 1.147s, episode steps: 118, steps per second: 103, episode reward:  0.064, mean reward:  0.001 [-0.001,  0.008], mean action: 15.500 [0.000, 31.000],  loss: 95.213615, mae: 169.289886, mean_q: 181.790604
 67808/100000: episode: 328, duration: 2.574s, episode steps: 267, steps per second: 104, episode reward:  0.152, mean reward:  0.001 [ 0.000,  0.011], mean action: 13.828 [0.000, 31.000],  loss: 85.894646, mae: 169.383652, mean_q: 182.079834
 68075/100000: episode: 329, duration: 2.607s, episode steps: 267, steps per second: 102, episode reward:  0.340, mean reward:  0.001 [ 0.000,  0.013], mean action: 15.685 [1.000, 31.000],  loss: 79.895782, mae: 169.532272, mean_q: 182.207321
 68342/100000: episode: 330, duration: 2.543s, episode steps: 267, steps per second: 105, episode reward:  0.141, mean reward:  0.001 [ 0.000,  0.009], mean action: 16.195 [0.000, 31.000],  loss: 67.478935, mae: 170.350250, mean_q: 183.201889
 68609/100000: episode: 331, duration: 2.630s, episode steps: 267, steps per second: 102, episode reward:  0.339, mean reward:  0.001 [ 0.000,  0.012], mean action: 17.169 [0.000, 31.000],  loss: 76.961700, mae: 170.571075, mean_q: 183.243530
 68876/100000: episode: 332, duration: 2.598s, episode steps: 267, steps per second: 103, episode reward:  0.166, mean reward:  0.001 [ 0.000,  0.008], mean action: 18.116 [0.000, 31.000],  loss: 67.439941, mae: 170.332916, mean_q: 183.223740
 69117/100000: episode: 333, duration: 2.296s, episode steps: 241, steps per second: 105, episode reward:  0.067, mean reward:  0.000 [-0.001,  0.009], mean action: 14.900 [0.000, 31.000],  loss: 71.117714, mae: 170.035049, mean_q: 182.632294
 69148/100000: episode: 334, duration: 0.310s, episode steps:  31, steps per second: 100, episode reward:  0.060, mean reward:  0.002 [-0.001,  0.008], mean action: 16.065 [1.000, 29.000],  loss: 30.318504, mae: 170.748260, mean_q: 182.965469
 69415/100000: episode: 335, duration: 2.602s, episode steps: 267, steps per second: 103, episode reward:  0.344, mean reward:  0.001 [ 0.000,  0.010], mean action: 16.165 [0.000, 31.000],  loss: 72.461212, mae: 170.474609, mean_q: 183.157837
 69682/100000: episode: 336, duration: 2.558s, episode steps: 267, steps per second: 104, episode reward:  0.168, mean reward:  0.001 [ 0.000,  0.008], mean action: 14.423 [0.000, 31.000],  loss: 66.819054, mae: 170.377426, mean_q: 183.166260
 69862/100000: episode: 337, duration: 1.748s, episode steps: 180, steps per second: 103, episode reward:  0.053, mean reward:  0.000 [ 0.000,  0.008], mean action: 13.900 [0.000, 31.000],  loss: 65.841583, mae: 170.703476, mean_q: 183.486023
 70129/100000: episode: 338, duration: 2.617s, episode steps: 267, steps per second: 102, episode reward:  0.343, mean reward:  0.001 [ 0.000,  0.010], mean action: 16.438 [0.000, 31.000],  loss: 73.108543, mae: 170.175125, mean_q: 182.966522
 70396/100000: episode: 339, duration: 2.569s, episode steps: 267, steps per second: 104, episode reward:  0.330, mean reward:  0.001 [ 0.000,  0.012], mean action: 14.097 [0.000, 31.000],  loss: 81.632362, mae: 170.300003, mean_q: 183.215210
 70663/100000: episode: 340, duration: 2.586s, episode steps: 267, steps per second: 103, episode reward:  0.158, mean reward:  0.001 [ 0.000,  0.012], mean action: 16.865 [0.000, 31.000],  loss: 70.512848, mae: 170.800934, mean_q: 183.888275
 70930/100000: episode: 341, duration: 2.620s, episode steps: 267, steps per second: 102, episode reward:  0.344, mean reward:  0.001 [ 0.000,  0.013], mean action: 14.764 [0.000, 31.000],  loss: 73.605026, mae: 170.692566, mean_q: 183.418396
 71197/100000: episode: 342, duration: 2.557s, episode steps: 267, steps per second: 104, episode reward:  0.165, mean reward:  0.001 [ 0.000,  0.010], mean action: 16.120 [0.000, 31.000],  loss: 59.801155, mae: 171.774109, mean_q: 184.727646
 71464/100000: episode: 343, duration: 2.615s, episode steps: 267, steps per second: 102, episode reward:  0.293, mean reward:  0.001 [ 0.000,  0.011], mean action: 17.419 [0.000, 31.000],  loss: 67.502090, mae: 171.892899, mean_q: 184.550644
 71595/100000: episode: 344, duration: 1.219s, episode steps: 131, steps per second: 107, episode reward:  0.049, mean reward:  0.000 [-0.001,  0.006], mean action: 15.061 [0.000, 31.000],  loss: 83.740128, mae: 171.090546, mean_q: 183.927994
 71862/100000: episode: 345, duration: 2.621s, episode steps: 267, steps per second: 102, episode reward:  0.134, mean reward:  0.001 [ 0.000,  0.013], mean action: 14.906 [0.000, 31.000],  loss: 69.509789, mae: 171.526932, mean_q: 184.308350
 71888/100000: episode: 346, duration: 0.254s, episode steps:  26, steps per second: 102, episode reward:  0.096, mean reward:  0.004 [-0.001,  0.010], mean action: 16.654 [2.000, 31.000],  loss: 67.415756, mae: 172.006699, mean_q: 184.878922
 72155/100000: episode: 347, duration: 2.645s, episode steps: 267, steps per second: 101, episode reward:  0.162, mean reward:  0.001 [ 0.000,  0.014], mean action: 14.491 [0.000, 31.000],  loss: 61.582909, mae: 172.471466, mean_q: 185.301498
 72422/100000: episode: 348, duration: 2.596s, episode steps: 267, steps per second: 103, episode reward:  0.084, mean reward:  0.000 [ 0.000,  0.009], mean action: 14.434 [0.000, 31.000],  loss: 57.553879, mae: 172.794891, mean_q: 185.690872
 72547/100000: episode: 349, duration: 1.236s, episode steps: 125, steps per second: 101, episode reward:  0.096, mean reward:  0.001 [-0.001,  0.009], mean action: 13.984 [0.000, 31.000],  loss: 72.429115, mae: 174.021133, mean_q: 186.718445
