Training for 100000 steps ...
    91/100000: episode: 1, duration: 1.171s, episode steps:  91, steps per second:  78, episode reward:  0.052, mean reward:  0.001 [-0.001,  0.006], mean action: 15.538 [0.000, 31.000],  loss: --, mae: --, mean_q: --
 46875/100000: episode: 234, duration: 2.688s, episode steps: 267, steps per second:  99, episode reward:  0.150, mean reward:  0.001 [ 0.000,  0.014], mean action: 15.749 [0.000, 30.000],  loss: 23.012604, mae: 100.616760, mean_q: 107.605751
 47142/100000: episode: 235, duration: 2.478s, episode steps: 267, steps per second: 108, episode reward:  0.160, mean reward:  0.001 [ 0.000,  0.011], mean action: 17.060 [0.000, 31.000],  loss: 25.262318, mae: 100.096992, mean_q: 107.238937
 47409/100000: episode: 236, duration: 2.476s, episode steps: 267, steps per second: 108, episode reward:  0.145, mean reward:  0.001 [ 0.000,  0.009], mean action: 15.644 [0.000, 31.000],  loss: 24.496950, mae: 100.480812, mean_q: 107.585190
 47676/100000: episode: 237, duration: 2.500s, episode steps: 267, steps per second: 107, episode reward:  0.148, mean reward:  0.001 [ 0.000,  0.011], mean action: 14.206 [0.000, 31.000],  loss: 23.238392, mae: 100.380348, mean_q: 107.462059
 47943/100000: episode: 238, duration: 2.540s, episode steps: 267, steps per second: 105, episode reward:  0.342, mean reward:  0.001 [ 0.000,  0.011], mean action: 15.184 [0.000, 31.000],  loss: 22.712957, mae: 100.645554, mean_q: 107.837677
 48043/100000: episode: 239, duration: 0.952s, episode steps: 100, steps per second: 105, episode reward:  0.162, mean reward:  0.002 [-0.001,  0.010], mean action: 14.700 [0.000, 31.000],  loss: 21.104273, mae: 100.513252, mean_q: 107.526703
 48152/100000: episode: 240, duration: 0.985s, episode steps: 109, steps per second: 111, episode reward:  0.049, mean reward:  0.000 [-0.001,  0.006], mean action: 13.853 [0.000, 31.000],  loss: 19.388760, mae: 100.609627, mean_q: 107.924683
 48419/100000: episode: 241, duration: 2.533s, episode steps: 267, steps per second: 105, episode reward:  0.152, mean reward:  0.001 [ 0.000,  0.010], mean action: 15.637 [0.000, 31.000],  loss: 25.847857, mae: 100.469933, mean_q: 107.716530
 48686/100000: episode: 242, duration: 2.502s, episode steps: 267, steps per second: 107, episode reward:  0.347, mean reward:  0.001 [ 0.000,  0.012], mean action: 14.978 [0.000, 31.000],  loss: 19.254822, mae: 100.796921, mean_q: 107.821747
 48953/100000: episode: 243, duration: 2.478s, episode steps: 267, steps per second: 108, episode reward:  0.143, mean reward:  0.001 [ 0.000,  0.012], mean action: 15.416 [0.000, 31.000],  loss: 18.707130, mae: 101.452110, mean_q: 108.694778
 49220/100000: episode: 244, duration: 2.511s, episode steps: 267, steps per second: 106, episode reward:  0.166, mean reward:  0.001 [ 0.000,  0.012], mean action: 15.581 [0.000, 31.000],  loss: 25.177141, mae: 101.745522, mean_q: 108.993942
 49487/100000: episode: 245, duration: 2.467s, episode steps: 267, steps per second: 108, episode reward:  0.201, mean reward:  0.001 [ 0.000,  0.013], mean action: 16.105 [0.000, 31.000],  loss: 28.819002, mae: 101.678268, mean_q: 108.958893
 49537/100000: episode: 246, duration: 0.513s, episode steps:  50, steps per second:  97, episode reward:  0.064, mean reward:  0.001 [-0.001,  0.009], mean action: 14.840 [0.000, 30.000],  loss: 11.161986, mae: 101.657372, mean_q: 109.136932
 49804/100000: episode: 247, duration: 2.471s, episode steps: 267, steps per second: 108, episode reward:  0.049, mean reward:  0.000 [ 0.000,  0.006], mean action: 11.082 [0.000, 31.000],  loss: 17.499653, mae: 101.987061, mean_q: 109.165222
 49843/100000: episode: 248, duration: 0.360s, episode steps:  39, steps per second: 108, episode reward:  0.050, mean reward:  0.001 [ 0.000,  0.009], mean action: 16.205 [2.000, 30.000],  loss: 10.989044, mae: 102.665367, mean_q: 110.230621
 50110/100000: episode: 249, duration: 2.494s, episode steps: 267, steps per second: 107, episode reward:  0.336, mean reward:  0.001 [ 0.000,  0.011], mean action: 15.199 [0.000, 31.000],  loss: 19.812399, mae: 102.296043, mean_q: 109.532173
 50377/100000: episode: 250, duration: 2.455s, episode steps: 267, steps per second: 109, episode reward:  0.141, mean reward:  0.001 [ 0.000,  0.010], mean action: 15.610 [0.000, 31.000],  loss: 17.927872, mae: 102.525200, mean_q: 109.774094
 50644/100000: episode: 251, duration: 2.508s, episode steps: 267, steps per second: 106, episode reward:  0.160, mean reward:  0.001 [ 0.000,  0.014], mean action: 15.000 [0.000, 31.000],  loss: 17.965796, mae: 102.724754, mean_q: 109.928856
 50911/100000: episode: 252, duration: 2.492s, episode steps: 267, steps per second: 107, episode reward:  0.129, mean reward:  0.000 [ 0.000,  0.012], mean action: 14.959 [0.000, 31.000],  loss: 22.510010, mae: 103.026161, mean_q: 110.370232
 51105/100000: episode: 253, duration: 1.785s, episode steps: 194, steps per second: 109, episode reward:  0.050, mean reward:  0.000 [-0.001,  0.007], mean action: 13.639 [0.000, 31.000],  loss: 23.341377, mae: 103.248116, mean_q: 110.627640
 51135/100000: episode: 254, duration: 0.273s, episode steps:  30, steps per second: 110, episode reward:  0.051, mean reward:  0.002 [-0.001,  0.011], mean action: 15.300 [2.000, 27.000],  loss: 26.812304, mae: 102.229683, mean_q: 109.543304
 51402/100000: episode: 255, duration: 2.486s, episode steps: 267, steps per second: 107, episode reward:  0.346, mean reward:  0.001 [ 0.000,  0.011], mean action: 13.869 [0.000, 31.000],  loss: 19.915665, mae: 102.976402, mean_q: 110.383263
 51669/100000: episode: 256, duration: 2.447s, episode steps: 267, steps per second: 109, episode reward:  0.142, mean reward:  0.001 [ 0.000,  0.012], mean action: 14.322 [0.000, 31.000],  loss: 25.553284, mae: 103.000443, mean_q: 110.375519
 51860/100000: episode: 257, duration: 1.765s, episode steps: 191, steps per second: 108, episode reward:  0.159, mean reward:  0.001 [-0.001,  0.013], mean action: 15.822 [0.000, 31.000],  loss: 22.649950, mae: 103.061577, mean_q: 110.449318
 52127/100000: episode: 258, duration: 2.496s, episode steps: 267, steps per second: 107, episode reward:  0.160, mean reward:  0.001 [ 0.000,  0.014], mean action: 16.131 [0.000, 31.000],  loss: 19.363970, mae: 103.044479, mean_q: 110.359474
 52394/100000: episode: 259, duration: 2.439s, episode steps: 267, steps per second: 109, episode reward:  0.324, mean reward:  0.001 [ 0.000,  0.015], mean action: 16.824 [0.000, 31.000],  loss: 26.231035, mae: 102.540207, mean_q: 109.944008
 52661/100000: episode: 260, duration: 2.484s, episode steps: 267, steps per second: 107, episode reward:  0.081, mean reward:  0.000 [ 0.000,  0.008], mean action: 15.461 [0.000, 31.000],  loss: 20.976326, mae: 102.463837, mean_q: 109.756340
 52928/100000: episode: 261, duration: 2.559s, episode steps: 267, steps per second: 104, episode reward:  0.131, mean reward:  0.000 [ 0.000,  0.009], mean action: 17.307 [0.000, 31.000],  loss: 23.444431, mae: 102.851959, mean_q: 110.208305
 53195/100000: episode: 262, duration: 2.501s, episode steps: 267, steps per second: 107, episode reward:  0.124, mean reward:  0.000 [ 0.000,  0.010], mean action: 17.723 [0.000, 31.000],  loss: 26.739309, mae: 103.164131, mean_q: 110.589478
 53363/100000: episode: 263, duration: 1.626s, episode steps: 168, steps per second: 103, episode reward:  0.347, mean reward:  0.002 [-0.001,  0.015], mean action: 16.571 [0.000, 30.000],  loss: 22.424002, mae: 103.151146, mean_q: 110.564964
 53630/100000: episode: 264, duration: 2.548s, episode steps: 267, steps per second: 105, episode reward:  0.167, mean reward:  0.001 [ 0.000,  0.013], mean action: 14.865 [0.000, 31.000],  loss: 24.722181, mae: 103.572708, mean_q: 111.029533
 53897/100000: episode: 265, duration: 2.477s, episode steps: 267, steps per second: 108, episode reward:  0.330, mean reward:  0.001 [ 0.000,  0.010], mean action: 15.532 [0.000, 31.000],  loss: 24.674789, mae: 102.877792, mean_q: 110.223824
 54164/100000: episode: 266, duration: 2.511s, episode steps: 267, steps per second: 106, episode reward:  0.124, mean reward:  0.000 [ 0.000,  0.007], mean action: 18.730 [0.000, 31.000],  loss: 31.048681, mae: 103.041885, mean_q: 110.593353
 54431/100000: episode: 267, duration: 2.453s, episode steps: 267, steps per second: 109, episode reward:  0.342, mean reward:  0.001 [ 0.000,  0.012], mean action: 16.221 [0.000, 31.000],  loss: 20.927759, mae: 102.763107, mean_q: 110.360718
 54698/100000: episode: 268, duration: 2.507s, episode steps: 267, steps per second: 106, episode reward:  0.344, mean reward:  0.001 [ 0.000,  0.013], mean action: 15.543 [0.000, 31.000],  loss: 23.562330, mae: 103.346687, mean_q: 110.892265
 54726/100000: episode: 269, duration: 0.254s, episode steps:  28, steps per second: 110, episode reward:  0.058, mean reward:  0.002 [-0.001,  0.009], mean action: 12.107 [0.000, 30.000],  loss: 26.556421, mae: 103.044243, mean_q: 110.808540
 54972/100000: episode: 270, duration: 2.346s, episode steps: 246, steps per second: 105, episode reward:  0.079, mean reward:  0.000 [-0.001,  0.008], mean action: 15.618 [0.000, 31.000],  loss: 22.324986, mae: 103.809608, mean_q: 111.329216
 55239/100000: episode: 271, duration: 2.476s, episode steps: 267, steps per second: 108, episode reward:  0.124, mean reward:  0.000 [ 0.000,  0.013], mean action: 13.824 [0.000, 31.000],  loss: 18.885126, mae: 104.288811, mean_q: 111.756638
 55509/100000: episode: 272, duration: 2.553s, episode steps: 270, steps per second: 106, episode reward:  0.339, mean reward:  0.001 [ 0.000,  0.014], mean action: 15.756 [0.000, 31.000],  loss: 33.424068, mae: 103.762375, mean_q: 111.399498
 55776/100000: episode: 273, duration: 2.456s, episode steps: 267, steps per second: 109, episode reward:  0.129, mean reward:  0.000 [ 0.000,  0.010], mean action: 16.734 [0.000, 31.000],  loss: 26.661850, mae: 103.975159, mean_q: 111.656616
 56043/100000: episode: 274, duration: 2.521s, episode steps: 267, steps per second: 106, episode reward:  0.136, mean reward:  0.001 [ 0.000,  0.010], mean action: 16.745 [0.000, 31.000],  loss: 26.360197, mae: 104.392616, mean_q: 112.064285
 56077/100000: episode: 275, duration: 0.327s, episode steps:  34, steps per second: 104, episode reward:  0.080, mean reward:  0.002 [-0.001,  0.011], mean action: 15.206 [1.000, 31.000],  loss: 15.809499, mae: 105.107864, mean_q: 112.901604
 56344/100000: episode: 276, duration: 2.498s, episode steps: 267, steps per second: 107, episode reward:  0.330, mean reward:  0.001 [ 0.000,  0.014], mean action: 16.202 [0.000, 31.000],  loss: 18.734287, mae: 104.481964, mean_q: 112.057274
 56473/100000: episode: 277, duration: 1.172s, episode steps: 129, steps per second: 110, episode reward:  0.049, mean reward:  0.000 [-0.001,  0.008], mean action: 14.550 [0.000, 31.000],  loss: 27.949419, mae: 104.962135, mean_q: 112.716614
 56552/100000: episode: 278, duration: 0.765s, episode steps:  79, steps per second: 103, episode reward:  0.164, mean reward:  0.002 [-0.001,  0.009], mean action: 15.759 [0.000, 31.000],  loss: 36.517124, mae: 104.729477, mean_q: 112.423134
 56819/100000: episode: 279, duration: 2.457s, episode steps: 267, steps per second: 109, episode reward:  0.343, mean reward:  0.001 [ 0.000,  0.014], mean action: 14.678 [0.000, 31.000],  loss: 22.598167, mae: 104.879677, mean_q: 112.665016
 57086/100000: episode: 280, duration: 2.548s, episode steps: 267, steps per second: 105, episode reward:  0.339, mean reward:  0.001 [ 0.000,  0.013], mean action: 16.075 [0.000, 31.000],  loss: 19.571070, mae: 105.626877, mean_q: 113.290787
 57353/100000: episode: 281, duration: 2.530s, episode steps: 267, steps per second: 106, episode reward:  0.160, mean reward:  0.001 [ 0.000,  0.011], mean action: 16.082 [0.000, 31.000],  loss: 31.920082, mae: 105.800293, mean_q: 113.413376
 57620/100000: episode: 282, duration: 2.498s, episode steps: 267, steps per second: 107, episode reward:  0.129, mean reward:  0.000 [ 0.000,  0.012], mean action: 14.434 [0.000, 31.000],  loss: 25.582775, mae: 105.890930, mean_q: 113.709877
 57808/100000: episode: 283, duration: 1.759s, episode steps: 188, steps per second: 107, episode reward:  0.153, mean reward:  0.001 [-0.001,  0.008], mean action: 14.989 [0.000, 31.000],  loss: 32.388554, mae: 106.110703, mean_q: 113.901878
 58075/100000: episode: 284, duration: 2.523s, episode steps: 267, steps per second: 106, episode reward:  0.327, mean reward:  0.001 [ 0.000,  0.013], mean action: 16.131 [0.000, 31.000],  loss: 37.309399, mae: 105.564751, mean_q: 113.439285
 58342/100000: episode: 285, duration: 2.489s, episode steps: 267, steps per second: 107, episode reward:  0.161, mean reward:  0.001 [ 0.000,  0.010], mean action: 16.813 [0.000, 31.000],  loss: 24.159039, mae: 105.782623, mean_q: 113.724716
 58609/100000: episode: 286, duration: 2.529s, episode steps: 267, steps per second: 106, episode reward:  0.257, mean reward:  0.001 [ 0.000,  0.011], mean action: 15.412 [0.000, 31.000],  loss: 24.783682, mae: 106.184578, mean_q: 113.914619
 58876/100000: episode: 287, duration: 2.448s, episode steps: 267, steps per second: 109, episode reward:  0.326, mean reward:  0.001 [ 0.000,  0.014], mean action: 15.596 [0.000, 31.000],  loss: 29.342247, mae: 106.512711, mean_q: 114.328697
 58965/100000: episode: 288, duration: 0.867s, episode steps:  89, steps per second: 103, episode reward:  0.159, mean reward:  0.002 [-0.001,  0.010], mean action: 16.461 [1.000, 31.000],  loss: 26.476444, mae: 106.724556, mean_q: 114.377823
 59235/100000: episode: 289, duration: 2.560s, episode steps: 270, steps per second: 105, episode reward:  0.305, mean reward:  0.001 [ 0.000,  0.012], mean action: 15.748 [0.000, 31.000],  loss: 20.933466, mae: 107.072205, mean_q: 114.851212
 59502/100000: episode: 290, duration: 2.483s, episode steps: 267, steps per second: 108, episode reward:  0.152, mean reward:  0.001 [ 0.000,  0.009], mean action: 15.457 [0.000, 31.000],  loss: 29.896948, mae: 107.107582, mean_q: 114.817329
 59690/100000: episode: 291, duration: 1.820s, episode steps: 188, steps per second: 103, episode reward:  0.062, mean reward:  0.000 [-0.001,  0.008], mean action: 14.755 [0.000, 30.000],  loss: 21.034369, mae: 107.075302, mean_q: 114.778061
 59779/100000: episode: 292, duration: 0.882s, episode steps:  89, steps per second: 101, episode reward:  0.052, mean reward:  0.001 [-0.001,  0.008], mean action: 16.011 [0.000, 31.000],  loss: 19.819862, mae: 107.054169, mean_q: 114.798828
 60046/100000: episode: 293, duration: 2.499s, episode steps: 267, steps per second: 107, episode reward:  0.167, mean reward:  0.001 [ 0.000,  0.010], mean action: 15.472 [0.000, 31.000],  loss: 31.816856, mae: 107.470772, mean_q: 115.431969
 60313/100000: episode: 294, duration: 2.561s, episode steps: 267, steps per second: 104, episode reward:  0.139, mean reward:  0.001 [ 0.000,  0.012], mean action: 15.824 [0.000, 31.000],  loss: 22.411915, mae: 108.167969, mean_q: 116.070488
 60580/100000: episode: 295, duration: 2.515s, episode steps: 267, steps per second: 106, episode reward:  0.147, mean reward:  0.001 [ 0.000,  0.010], mean action: 13.648 [0.000, 31.000],  loss: 25.206066, mae: 108.370934, mean_q: 116.321823
 60847/100000: episode: 296, duration: 2.529s, episode steps: 267, steps per second: 106, episode reward:  0.339, mean reward:  0.001 [ 0.000,  0.014], mean action: 15.910 [0.000, 31.000],  loss: 27.313681, mae: 109.102936, mean_q: 117.226051
 61114/100000: episode: 297, duration: 2.579s, episode steps: 267, steps per second: 104, episode reward:  0.100, mean reward:  0.000 [ 0.000,  0.011], mean action: 16.551 [0.000, 31.000],  loss: 20.687962, mae: 110.628571, mean_q: 118.785606
 61384/100000: episode: 298, duration: 2.546s, episode steps: 270, steps per second: 106, episode reward:  0.129, mean reward:  0.000 [ 0.000,  0.010], mean action: 16.656 [0.000, 31.000],  loss: 23.776543, mae: 111.753395, mean_q: 120.030960
 61651/100000: episode: 299, duration: 2.551s, episode steps: 267, steps per second: 105, episode reward:  0.345, mean reward:  0.001 [ 0.000,  0.012], mean action: 15.757 [0.000, 31.000],  loss: 32.591835, mae: 112.536873, mean_q: 120.752129
 61897/100000: episode: 300, duration: 2.282s, episode steps: 246, steps per second: 108, episode reward:  0.150, mean reward:  0.001 [-0.001,  0.009], mean action: 19.260 [0.000, 31.000],  loss: 29.958632, mae: 112.739693, mean_q: 120.980042
 62164/100000: episode: 301, duration: 2.543s, episode steps: 267, steps per second: 105, episode reward:  0.068, mean reward:  0.000 [ 0.000,  0.010], mean action: 13.539 [2.000, 30.000],  loss: 30.185295, mae: 113.347290, mean_q: 121.668556
 62431/100000: episode: 302, duration: 2.485s, episode steps: 267, steps per second: 107, episode reward:  0.149, mean reward:  0.001 [ 0.000,  0.011], mean action: 16.554 [0.000, 31.000],  loss: 37.010326, mae: 112.937744, mean_q: 121.416428
 62698/100000: episode: 303, duration: 2.560s, episode steps: 267, steps per second: 104, episode reward:  0.130, mean reward:  0.000 [ 0.000,  0.010], mean action: 14.157 [0.000, 31.000],  loss: 27.137625, mae: 113.643959, mean_q: 121.942841
 62965/100000: episode: 304, duration: 2.561s, episode steps: 267, steps per second: 104, episode reward:  0.124, mean reward:  0.000 [ 0.000,  0.009], mean action: 15.869 [0.000, 31.000],  loss: 29.660097, mae: 113.828362, mean_q: 122.186356
 63232/100000: episode: 305, duration: 2.525s, episode steps: 267, steps per second: 106, episode reward:  0.134, mean reward:  0.001 [ 0.000,  0.012], mean action: 16.614 [0.000, 31.000],  loss: 25.700312, mae: 115.110161, mean_q: 123.536400
 63499/100000: episode: 306, duration: 2.599s, episode steps: 267, steps per second: 103, episode reward:  0.350, mean reward:  0.001 [ 0.000,  0.015], mean action: 15.228 [0.000, 31.000],  loss: 21.712648, mae: 115.428024, mean_q: 123.618767
 63601/100000: episode: 307, duration: 0.941s, episode steps: 102, steps per second: 108, episode reward:  0.080, mean reward:  0.001 [-0.001,  0.008], mean action: 14.500 [0.000, 31.000],  loss: 23.063383, mae: 115.382477, mean_q: 123.503937
 63868/100000: episode: 308, duration: 2.603s, episode steps: 267, steps per second: 103, episode reward:  0.153, mean reward:  0.001 [ 0.000,  0.013], mean action: 16.861 [0.000, 31.000],  loss: 22.597441, mae: 115.717812, mean_q: 123.990303
 63935/100000: episode: 309, duration: 0.637s, episode steps:  67, steps per second: 105, episode reward:  0.332, mean reward:  0.005 [-0.001,  0.016], mean action: 14.896 [0.000, 30.000],  loss: 34.193295, mae: 115.795189, mean_q: 124.362366
 64202/100000: episode: 310, duration: 2.548s, episode steps: 267, steps per second: 105, episode reward:  0.164, mean reward:  0.001 [ 0.000,  0.011], mean action: 15.202 [0.000, 31.000],  loss: 32.912064, mae: 116.216331, mean_q: 124.804749
 64469/100000: episode: 311, duration: 2.563s, episode steps: 267, steps per second: 104, episode reward:  0.349, mean reward:  0.001 [ 0.000,  0.013], mean action: 15.569 [0.000, 31.000],  loss: 30.520597, mae: 116.280457, mean_q: 124.701416
 64564/100000: episode: 312, duration: 0.980s, episode steps:  95, steps per second:  97, episode reward:  0.167, mean reward:  0.002 [-0.001,  0.015], mean action: 17.505 [0.000, 31.000],  loss: 29.137417, mae: 116.842896, mean_q: 125.057892
 64831/100000: episode: 313, duration: 2.641s, episode steps: 267, steps per second: 101, episode reward:  0.349, mean reward:  0.001 [ 0.000,  0.013], mean action: 15.670 [0.000, 31.000],  loss: 38.441780, mae: 116.115921, mean_q: 124.345505
 65098/100000: episode: 314, duration: 2.594s, episode steps: 267, steps per second: 103, episode reward:  0.093, mean reward:  0.000 [ 0.000,  0.009], mean action: 19.112 [0.000, 29.000],  loss: 38.387608, mae: 115.505943, mean_q: 123.954147
 65365/100000: episode: 315, duration: 2.533s, episode steps: 267, steps per second: 105, episode reward:  0.138, mean reward:  0.001 [ 0.000,  0.012], mean action: 15.558 [0.000, 31.000],  loss: 32.242947, mae: 116.159904, mean_q: 124.867058
 65632/100000: episode: 316, duration: 2.483s, episode steps: 267, steps per second: 108, episode reward:  0.158, mean reward:  0.001 [ 0.000,  0.013], mean action: 13.828 [0.000, 31.000],  loss: 28.498468, mae: 116.594467, mean_q: 124.990738
 65902/100000: episode: 317, duration: 2.590s, episode steps: 270, steps per second: 104, episode reward:  0.335, mean reward:  0.001 [ 0.000,  0.012], mean action: 16.811 [0.000, 31.000],  loss: 26.791262, mae: 116.963371, mean_q: 125.475334
 65972/100000: episode: 318, duration: 0.656s, episode steps:  70, steps per second: 107, episode reward:  0.146, mean reward:  0.002 [-0.001,  0.010], mean action: 12.529 [0.000, 31.000],  loss: 22.656698, mae: 116.559822, mean_q: 125.205750
 66163/100000: episode: 319, duration: 1.829s, episode steps: 191, steps per second: 104, episode reward:  0.157, mean reward:  0.001 [ 0.000,  0.014], mean action: 14.257 [0.000, 31.000],  loss: 26.209848, mae: 117.419052, mean_q: 125.882713
 66430/100000: episode: 320, duration: 2.582s, episode steps: 267, steps per second: 103, episode reward:  0.094, mean reward:  0.000 [ 0.000,  0.011], mean action: 17.449 [0.000, 31.000],  loss: 35.051308, mae: 117.254723, mean_q: 125.733498
 66697/100000: episode: 321, duration: 2.540s, episode steps: 267, steps per second: 105, episode reward:  0.341, mean reward:  0.001 [ 0.000,  0.012], mean action: 15.352 [0.000, 31.000],  loss: 32.807659, mae: 117.450371, mean_q: 126.047798
 66747/100000: episode: 322, duration: 0.531s, episode steps:  50, steps per second:  94, episode reward:  0.052, mean reward:  0.001 [-0.000,  0.011], mean action: 16.660 [0.000, 29.000],  loss: 40.881607, mae: 117.699150, mean_q: 126.029060
 67014/100000: episode: 323, duration: 2.502s, episode steps: 267, steps per second: 107, episode reward:  0.348, mean reward:  0.001 [ 0.000,  0.012], mean action: 16.251 [0.000, 31.000],  loss: 30.602243, mae: 117.723755, mean_q: 126.236610
 67281/100000: episode: 324, duration: 2.599s, episode steps: 267, steps per second: 103, episode reward:  0.145, mean reward:  0.001 [ 0.000,  0.014], mean action: 13.363 [0.000, 31.000],  loss: 30.862627, mae: 117.816414, mean_q: 126.284042
 67548/100000: episode: 325, duration: 2.584s, episode steps: 267, steps per second: 103, episode reward:  0.347, mean reward:  0.001 [ 0.000,  0.015], mean action: 15.667 [0.000, 31.000],  loss: 23.107170, mae: 118.418953, mean_q: 126.974632
 67815/100000: episode: 326, duration: 2.595s, episode steps: 267, steps per second: 103, episode reward:  0.131, mean reward:  0.000 [ 0.000,  0.010], mean action: 15.678 [0.000, 31.000],  loss: 32.774258, mae: 118.254356, mean_q: 126.830185
 68082/100000: episode: 327, duration: 2.558s, episode steps: 267, steps per second: 104, episode reward:  0.281, mean reward:  0.001 [ 0.000,  0.010], mean action: 15.161 [0.000, 31.000],  loss: 33.283985, mae: 118.612541, mean_q: 127.282028
 68254/100000: episode: 328, duration: 1.684s, episode steps: 172, steps per second: 102, episode reward:  0.159, mean reward:  0.001 [-0.001,  0.009], mean action: 14.919 [0.000, 31.000],  loss: 24.444860, mae: 118.766167, mean_q: 127.512741
 68323/100000: episode: 329, duration: 0.666s, episode steps:  69, steps per second: 104, episode reward:  0.057, mean reward:  0.001 [-0.001,  0.010], mean action: 16.652 [0.000, 31.000],  loss: 50.956787, mae: 118.380020, mean_q: 127.057487
 68590/100000: episode: 330, duration: 2.591s, episode steps: 267, steps per second: 103, episode reward:  0.329, mean reward:  0.001 [ 0.000,  0.014], mean action: 16.371 [0.000, 31.000],  loss: 45.874954, mae: 118.028809, mean_q: 126.809250
 68832/100000: episode: 331, duration: 2.433s, episode steps: 242, steps per second:  99, episode reward:  0.129, mean reward:  0.001 [-0.001,  0.012], mean action: 15.616 [0.000, 31.000],  loss: 26.492769, mae: 119.187714, mean_q: 127.804298
 68906/100000: episode: 332, duration: 0.738s, episode steps:  74, steps per second: 100, episode reward:  0.049, mean reward:  0.001 [-0.001,  0.006], mean action: 14.770 [0.000, 29.000],  loss: 20.906586, mae: 119.362305, mean_q: 127.815735
 69173/100000: episode: 333, duration: 2.741s, episode steps: 267, steps per second:  97, episode reward:  0.339, mean reward:  0.001 [ 0.000,  0.016], mean action: 16.195 [0.000, 31.000],  loss: 24.012596, mae: 119.460403, mean_q: 128.004639
 69440/100000: episode: 334, duration: 2.753s, episode steps: 267, steps per second:  97, episode reward:  0.149, mean reward:  0.001 [ 0.000,  0.014], mean action: 9.936 [0.000, 31.000],  loss: 30.898891, mae: 119.502365, mean_q: 128.252487
 69546/100000: episode: 335, duration: 1.009s, episode steps: 106, steps per second: 105, episode reward:  0.332, mean reward:  0.003 [-0.001,  0.014], mean action: 17.660 [0.000, 31.000],  loss: 21.055090, mae: 120.117348, mean_q: 128.610718
 69813/100000: episode: 336, duration: 2.676s, episode steps: 267, steps per second: 100, episode reward:  0.329, mean reward:  0.001 [ 0.000,  0.013], mean action: 15.157 [0.000, 31.000],  loss: 27.093624, mae: 120.221947, mean_q: 128.972382
 70010/100000: episode: 337, duration: 1.901s, episode steps: 197, steps per second: 104, episode reward:  0.339, mean reward:  0.002 [ 0.000,  0.010], mean action: 17.543 [0.000, 31.000],  loss: 31.265030, mae: 120.527489, mean_q: 129.336121
 70120/100000: episode: 338, duration: 1.128s, episode steps: 110, steps per second:  98, episode reward:  0.099, mean reward:  0.001 [-0.001,  0.011], mean action: 14.391 [0.000, 31.000],  loss: 20.253021, mae: 120.950508, mean_q: 129.717758
 70387/100000: episode: 339, duration: 2.605s, episode steps: 267, steps per second: 102, episode reward:  0.168, mean reward:  0.001 [ 0.000,  0.012], mean action: 15.060 [0.000, 31.000],  loss: 32.252689, mae: 121.000000, mean_q: 129.748688
 70654/100000: episode: 340, duration: 2.671s, episode steps: 267, steps per second: 100, episode reward:  0.342, mean reward:  0.001 [ 0.000,  0.011], mean action: 16.419 [0.000, 31.000],  loss: 38.434647, mae: 120.287041, mean_q: 129.110306
 70921/100000: episode: 341, duration: 2.586s, episode steps: 267, steps per second: 103, episode reward:  0.138, mean reward:  0.001 [ 0.000,  0.013], mean action: 17.682 [0.000, 31.000],  loss: 31.043451, mae: 120.232071, mean_q: 129.001785
 71188/100000: episode: 342, duration: 2.702s, episode steps: 267, steps per second:  99, episode reward:  0.346, mean reward:  0.001 [ 0.000,  0.012], mean action: 15.790 [0.000, 31.000],  loss: 25.996222, mae: 120.851448, mean_q: 129.588959
 71429/100000: episode: 343, duration: 2.342s, episode steps: 241, steps per second: 103, episode reward:  0.057, mean reward:  0.000 [-0.001,  0.006], mean action: 13.817 [0.000, 31.000],  loss: 26.435616, mae: 120.431908, mean_q: 129.197998
 71696/100000: episode: 344, duration: 2.633s, episode steps: 267, steps per second: 101, episode reward:  0.058, mean reward:  0.000 [ 0.000,  0.010], mean action: 12.513 [0.000, 29.000],  loss: 35.787739, mae: 120.163200, mean_q: 128.963028
 71709/100000: episode: 345, duration: 0.134s, episode steps:  13, steps per second:  97, episode reward:  0.055, mean reward:  0.004 [ 0.000,  0.008], mean action: 18.308 [2.000, 27.000],  loss: 70.335052, mae: 119.951241, mean_q: 128.684723
 71976/100000: episode: 346, duration: 2.658s, episode steps: 267, steps per second: 100, episode reward:  0.137, mean reward:  0.001 [ 0.000,  0.011], mean action: 17.030 [0.000, 31.000],  loss: 30.313437, mae: 119.832008, mean_q: 128.675430
 72243/100000: episode: 347, duration: 2.654s, episode steps: 267, steps per second: 101, episode reward:  0.155, mean reward:  0.001 [ 0.000,  0.011], mean action: 12.607 [0.000, 31.000],  loss: 30.696615, mae: 120.411194, mean_q: 129.246445
 72513/100000: episode: 348, duration: 2.705s, episode steps: 270, steps per second: 100, episode reward:  0.347, mean reward:  0.001 [ 0.000,  0.012], mean action: 14.663 [0.000, 31.000],  loss: 37.802685, mae: 120.403526, mean_q: 129.421143
 72780/100000: episode: 349, duration: 2.577s, episode steps: 267, steps per second: 104, episode reward:  0.165, mean reward:  0.001 [-0.001,  0.011], mean action: 15.831 [0.000, 31.000],  loss: 32.248959, mae: 120.889694, mean_q: 129.705673
